"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","support","age_num_imp"
"46","cell",9,46,"03-40to49","02-male","05-less than HS","02-N","W","01-protestant","03-20to30k","2","03-Cell only","NY","Northeast","02","99-DNK/refused","05-Ind","03-Moderate",0,0,1,-0.0660555859375881,0.0278230441652168,0.00827377961731459,"3-Other",46
"84","cell",9,84,"06-Over 70","02-male","01-postgrad","02-N","O","02-catholic","07-75to100k","2","01-Both","FL","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.354009344457745,0.973485925259438,0.998452499083737,"2-Rep",84
"30","cell",9,30,"02-30to39","02-male","03-assoc","02-N","O","02-catholic","04-30to40k","2","01-Both","PA","Northeast","04","01-Yes","02-Rep","04-Conservative",0,0,1,-0.24292503031457,0.0217971278140951,0.90227786126402,"3-Other",30
"72","cell",9,72,"06-Over 70","01-female","02-bach","02-N","W","02-catholic","09-over150k","1","03-Cell only","TX","South","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.221357261175008,0.908087894133245,0.598486684243913,"2-Rep",72
"40","cell",9,40,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","3","01-Both","PA","Northeast","02","01-Yes","04-Lean Rep","03-Moderate",0,0,1,-0.132381627578956,0.06238451473625,0.077611320412243,"3-Other",40
"23","cell",9,23,"01-Under 30","02-male","03-assoc","02-N","W","07-other","04-30to40k","1","03-Cell only","IA","Midwest","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.3203054122295,0.0102550187906944,0.795234118356768,"1-Dem",23
"62","cell",9,62,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","1","01-Both","IA","Midwest","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.110813858439394,0.42472467926929,0.150322243632611,"2-Rep",62
"20","cell",9,20,"01-Under 30","02-male","04-HS","02-N","B","07-other","02-10to20k","3","03-Cell only","OK","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,-0.353468433050184,0.0074072963961941,0.941813895055906,"1-Dem",20
"48","cell",9,48,"03-40to49","02-male","02-bach","02-N","W","01-protestant","08-100to150k","3","01-Both","MN","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0439469053904653,0.41705128083169,0.0377325734629341,"2-Rep",48
"55","cell",9,55,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","2","03-Cell only","PA","Northeast","04","01-Yes","02-Rep","02-Liberal",1,0,0,0.0334334765244645,0.255564989558876,0.0189788513170734,"1-Dem",55
"63","cell",9,63,"05-60to69","01-female","02-bach","02-N","W","07-other","03-20to30k","1","03-Cell only","AK","West","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.121868198712956,0.786840358319468,0.0365161431460333,"1-Dem",63
"44","cell",9,44,"03-40to49","02-male","02-bach","02-N","W","07-other","06-50to75k","1","03-Cell only","AK","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.0881642664847108,0.315947968280917,0.0678996324102218,"1-Dem",44
"56","cell",9,56,"04-50to59","02-male","05-less than HS","02-N","W","01-protestant","07-75to100k","2","03-Cell only","LA","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0444878167980259,0.276926807411488,0.0273912090787873,"2-Rep",56
"64","cell",9,64,"05-60to69","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","LA","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.132922538986517,0.804612433425853,0.187212274907512,"2-Rep",64
"26","cell",9,26,"01-Under 30","01-female","02-bach","02-N","W","03-athiest","06-50to75k","1","03-Cell only","MN","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.287142391408816,0.0605681964313543,0.738285451510409,"1-Dem",26
"60","cell",9,60,"05-60to69","02-male","01-postgrad","02-N","W","01-protestant","99-DK/refused","2","01-Both","TX","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.0887051778922715,0.72667329670843,0.00505961627316839,"2-Rep",60
"46","cell",9,46,"03-40to49","02-male","04-HS","02-N","W","01-protestant","05-40to50k","2","03-Cell only","IA","Midwest","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.0660555859375881,0.113681746968127,0.0159897411703615,"2-Rep",46
"47","cell",9,47,"03-40to49","01-female","02-bach","02-N","W","02-catholic","99-DK/refused","Don't know/Refused","03-Cell only","IL","Midwest","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.0550012456640267,0.390721215646498,0.00399564975312464,"2-Rep",47
"19","cell",9,19,"01-Under 30","02-male","03-assoc","01-Y","W","01-protestant","09-over150k","5","03-Cell only","LA","South","01-Lowest","99-DNK/refused","02-Rep","03-Moderate",0,1,0,-0.364522773323746,0.00664484758648813,0.989079291565097,"2-Rep",19
"66","cell",9,66,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","2","03-Cell only","NE","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.15503121953364,0.533489487298696,0.0408354641943984,"2-Rep",66
"34","cell",9,34,"02-30to39","02-male","02-bach","02-N","W","07-other","04-30to40k","3","03-Cell only","IL","Midwest","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.198707669220325,0.133962016760932,0.0233539919420914,"1-Dem",34
"18","cell",9,18,"01-Under 30","02-male","04-HS","01-Y","W","07-other","08-100to150k","2","01-Both","HI","West","04","03-No","01-Dem","03-Moderate",1,0,0,-0.375577113597307,0.00596040799173349,0.929127669616084,"1-Dem",18
"20","cell",9,20,"01-Under 30","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","6","01-Both","MT","West","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.353468433050184,0.0074072963961941,0.810125797212984,"1-Dem",20
"57","cell",9,57,"04-50to59","02-male","02-bach","02-N","W","07-other","04-30to40k","1","03-Cell only","UT","West","04","02-Probably","06-None","03-Moderate",0,1,0,0.0555421570715873,0.656928068310159,0.0288711120135827,"2-Rep",57
"30","cell",9,30,"02-30to39","02-male","02-bach","02-N","B","07-other","01-under10k","1","03-Cell only","CA","West","02","02-Probably","05-Ind","99-DK/refused",0,0,1,-0.24292503031457,0.0217971278140951,0.772554936314334,"3-Other",30
"42","cell",9,42,"03-40to49","02-male","05-less than HS","02-N","W","01-protestant","04-30to40k","1","03-Cell only","CA","West","03","03-No","02-Rep","04-Conservative",0,1,0,-0.110272947031834,0.076474599805392,0.00623535627158566,"2-Rep",42
"33","cell",9,33,"02-30to39","02-male","04-HS","01-Y","O","01-protestant","07-75to100k","6","01-Both","CA","West","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.209762009493886,0.0300097390342353,0.970336672155675,"2-Rep",33
"40","cell",9,40,"03-40to49","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","4","01-Both","OR","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,-0.132381627578956,0.229697007714901,0.464579415297715,"1-Dem",40
"25","cell",9,25,"01-Under 30","02-male","03-assoc","01-Y","O","02-catholic","06-50to75k","4","03-Cell only","CA","West","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.298196731682377,0.0127310715759134,0.987306571947561,"2-Rep",25
"54","cell",9,54,"04-50to59","02-male","02-bach","02-N","W","02-catholic","09-over150k","3","01-Both","CA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.0223791362509031,0.579679922171902,0.0485460790750641,"1-Dem",54
"26","cell",9,26,"01-Under 30","01-female","04-HS","01-Y","O","07-other","03-20to30k","2","03-Cell only","CA","West","05-Highest","03-No","05-Ind","01-Very liberal",1,0,0,-0.287142391408816,0.00319966207535922,0.509267973409037,"1-Dem",26
"51","cell",9,51,"04-50to59","02-male","99-DK/refused","02-N","W","07-other","02-10to20k","1","01-Both","CA","West","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.0107838845697811,0.181426106875653,0.034635075999233,"1-Dem",51
"65","cell",9,65,"05-60to69","01-female","02-bach","02-N","B","01-protestant","06-50to75k","2","01-Both","AZ","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.143976879260078,0.821239403770874,0.73399376742965,"1-Dem",65
"67","cell",9,67,"05-60to69","01-female","02-bach","02-N","W","02-catholic","99-DK/refused","2","01-Both","WA","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.166085559807201,0.851137472556879,0.0131767414818953,"1-Dem",67
"20","cell",9,20,"01-Under 30","02-male","03-assoc","02-N","W","07-other","08-100to150k","3","03-Cell only","CA","West","04","03-No","06-None","04-Conservative",0,0,1,-0.353468433050184,0.0074072963961941,0.446248789186591,"3-Other",20
"45","cell",9,45,"03-40to49","02-male","02-bach","02-N","B","07-other","06-50to75k","4","01-Both","CA","West","01-Lowest","03-No","03-Lean Dem","02-Liberal",1,0,0,-0.0771099262111495,0.340051474304374,0.329849455524329,"1-Dem",45
"53","cell",9,53,"04-50to59","01-female","03-assoc","02-N","W","07-other","06-50to75k","1","03-Cell only","AZ","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.0113247959773417,0.21620304347104,0.0477103728639798,"1-Dem",53
"19","cell",9,19,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","4","03-Cell only","PA","Northeast","03","03-No","01-Dem","03-Moderate",0,1,0,-0.364522773323746,0.00664484758648813,0.238566815245687,"2-Rep",19
"74","cell",9,74,"06-Over 70","02-male","04-HS","02-N","W","07-other","99-DK/refused","1","03-Cell only","NC","South","03","02-Probably","02-Rep","04-Conservative",0,0,1,0.243465941722131,0.732881497005556,0.0592827866019211,"3-Other",74
"56","cell",9,56,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","3","01-Both","MI","Midwest","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.0444878167980259,0.276926807411488,0.0273912090787873,"1-Dem",56
"74","cell",9,74,"06-Over 70","01-female","02-bach","02-N","W","02-catholic","04-30to40k","1","03-Cell only","OH","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.243465941722131,0.924790636070155,0.317708304948658,"2-Rep",74
"36","cell",9,36,"02-30to39","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","6","01-Both","IN","Midwest","03","01-Yes","02-Rep","03-Moderate",0,1,0,-0.176598988673202,0.161435034127318,0.628791100434041,"2-Rep",36
"23","cell",9,23,"01-Under 30","02-male","02-bach","02-N","O","07-other","03-20to30k","3","01-Both","VA","South","04","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-0.3203054122295,0.0443753917277985,0.953621725042386,"1-Dem",23
"67","cell",9,67,"05-60to69","01-female","02-bach","02-N","W","07-other","99-DK/refused","2","01-Both","OH","Midwest","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.166085559807201,0.851137472556879,0.0131767414818953,"2-Rep",67
"90","cell",9,90,"06-Over 70","01-female","04-HS","02-N","W","02-catholic","01-under10k","3","01-Both","IN","Midwest","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,0.420335386099113,0.940450844441451,0.951859410170334,"2-Rep",90
"27","cell",9,27,"01-Under 30","02-male","02-bach","02-N","O","07-other","08-100to150k","2","03-Cell only","CT","Northeast","04","01-Yes","02-Rep","03-Moderate",0,1,0,-0.276088051135255,0.0671000180334143,0.967669803648879,"2-Rep",27
"33","cell",9,33,"02-30to39","01-female","02-bach","02-N","W","07-other","04-30to40k","1","03-Cell only","NY","Northeast","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.209762009493886,0.121771115523242,0.180602854614134,"1-Dem",33
"28","cell",9,28,"01-Under 30","01-female","02-bach","01-Y","W","07-other","03-20to30k","2","03-Cell only","WV","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.265033710861693,0.0742805499010293,0.173551323912981,"1-Dem",28
"46","cell",9,46,"03-40to49","02-male","02-bach","02-N","W","07-other","08-100to150k","4","01-Both","NC","South","04","01-Yes","04-Lean Rep","01-Very liberal",0,1,0,-0.0660555859375881,0.365012610558823,0.246068978588146,"2-Rep",46
"37","cell",9,37,"02-30to39","02-male","05-less than HS","01-Y","W","07-other","99-DK/refused","8 or more","03-Cell only","NY","Northeast","04","03-No","04-Lean Rep","01-Very liberal",1,0,0,-0.165544648399641,0.045729757992585,0.00178808410018048,"1-Dem",37
"48","cell",9,48,"03-40to49","02-male","03-assoc","02-N","W","07-other","09-over150k","Don't know/Refused","03-Cell only","NC","South","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.0439469053904653,0.137656761050515,0.129494538138208,"2-Rep",48
"76","cell",9,76,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","04-30to40k","3","01-Both","VA","South","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.265574622269254,0.938663089879395,0.229121560423995,"1-Dem",76
"26","cell",9,26,"01-Under 30","02-male","03-assoc","02-N","W","02-catholic","07-75to100k","3","03-Cell only","SC","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.287142391408816,0.014181900935262,0.347603390495179,"2-Rep",26
"63","cell",9,63,"05-60to69","02-male","05-less than HS","02-N","B","01-protestant","01-under10k","Don't know/Refused","03-Cell only","GA","South","04","01-Yes","99-DK/refused","04-Conservative",0,0,1,0.121868198712956,0.039391533444881,0.28100782493274,"3-Other",63
"59","cell",9,59,"04-50to59","02-male","02-bach","02-N","W","01-protestant","09-over150k","3","03-Cell only","TN","South","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0776508376187101,0.704416325492427,0.0240150323773574,"2-Rep",59
"74","cell",9,74,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","02-10to20k","1","01-Both","MD","South","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.243465941722131,0.732881497005556,0.393889892234806,"1-Dem",74
"73","cell",9,73,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","05-40to50k","1","01-Both","VA","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.23241160144857,0.710928957628105,0.577235912529495,"2-Rep",73
"36","cell",9,36,"02-30to39","01-female","04-HS","01-Y","W","01-protestant","09-over150k","3","01-Both","FL","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.176598988673202,0.0411863732023601,0.186492232113356,"2-Rep",36
"38","cell",9,38,"02-30to39","02-male","99-DK/refused","01-Y","O","02-catholic","99-DK/refused","5","03-Cell only","FL","South","01-Lowest","99-DNK/refused","02-Rep","99-DK/refused",0,1,0,-0.154490308126079,0.0507478093234416,0.18271763138033,"2-Rep",38
"18","cell",9,18,"01-Under 30","02-male","04-HS","01-Y","O","07-other","09-over150k","1","03-Cell only","GA","South","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.375577113597307,0.00596040799173349,0.999631867487069,"2-Rep",18
"31","cell",9,31,"02-30to39","02-male","01-postgrad","02-N","B","01-protestant","08-100to150k","1","03-Cell only","GA","South","04","01-Yes","05-Ind","02-Liberal",0,0,1,-0.231870690041009,0.0242557390654903,0.964399304792354,"3-Other",31
"43","cell",9,43,"03-40to49","02-male","04-HS","02-N","W","01-protestant","06-50to75k","2","03-Cell only","GA","South","03","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0992186067582722,0.0845673881330031,0.0288047504546372,"2-Rep",43
"36","cell",9,36,"02-30to39","02-male","02-bach","02-N","W","07-other","09-over150k","4","03-Cell only","WV","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.176598988673202,0.161435034127318,0.383914498360806,"1-Dem",36
"19","cell",9,19,"01-Under 30","02-male","04-HS","02-N","W","03-athiest","08-100to150k","6","01-Both","NC","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.364522773323746,0.00664484758648813,0.994363168172771,"2-Rep",19
"58","cell",9,58,"04-50to59","01-female","02-bach","02-N","W","07-other","08-100to150k","4","01-Both","NC","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.0665964973451487,0.681142228597522,0.246721339878049,"1-Dem",58
"52","cell",9,52,"04-50to59","01-female","05-less than HS","01-Y","O","02-catholic","02-10to20k","2","03-Cell only","PA","Northeast","04","01-Yes","01-Dem","05-Very conservative",1,0,0,0.00027045570378032,0.198241155566155,0.0883999658230521,"1-Dem",52
"67","cell",9,67,"05-60to69","01-female","01-postgrad","02-N","W","02-catholic","08-100to150k","2","03-Cell only","PA","Northeast","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.166085559807201,0.851137472556879,0.121030847275589,"2-Rep",67
"26","cell",9,26,"01-Under 30","02-male","03-assoc","02-N","W","07-other","02-10to20k","1","03-Cell only","MI","Midwest","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.287142391408816,0.014181900935262,0.426472697379982,"2-Rep",26
"30","cell",9,30,"02-30to39","02-male","04-HS","02-N","W","01-protestant","99-DK/refused","5","03-Cell only","OH","Midwest","04","03-No","05-Ind","02-Liberal",1,0,0,-0.24292503031457,0.00494737311693968,0.00834919746301293,"1-Dem",30
"22","cell",9,22,"01-Under 30","02-male","03-assoc","02-N","W","02-catholic","07-75to100k","3","03-Cell only","NJ","Northeast","04","02-Probably","04-Lean Rep","04-Conservative",0,1,0,-0.331359752503062,0.00920216533145577,0.670288219877003,"2-Rep",22
"18","cell",9,18,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","07-75to100k","2","03-Cell only","SC","South","03","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.375577113597307,0.00596040799173349,0.962313296442729,"2-Rep",18
"70","cell",9,70,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","3","03-Cell only","OH","Midwest","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.199248580627885,0.888124492997012,0.1134324486165,"2-Rep",70
"66","cell",9,66,"05-60to69","02-male","02-bach","02-N","W","07-other","05-40to50k","2","01-Both","MI","Midwest","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.15503121953364,0.836738557856597,0.103724294692894,"1-Dem",66
"38","cell",9,38,"02-30to39","01-female","03-assoc","02-N","W","03-athiest","06-50to75k","4","01-Both","DE","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,-0.154490308126079,0.0507478093234416,0.303354196273966,"1-Dem",38
"19","cell",9,19,"01-Under 30","02-male","04-HS","02-N","B","01-protestant","01-under10k","2","01-Both","SC","South","01-Lowest","03-No","03-Lean Dem","03-Moderate",1,0,0,-0.364522773323746,0.00664484758648813,0.944770613853705,"1-Dem",19
"(VOL) Don't know/Refused","cell",9,NA,"99-DNK/refused","02-male","04-HS","02-N","W","07-other","08-100to150k","2","01-Both","MA","Northeast","03","01-Yes","02-Rep","04-Conservative",0,1,0,0,0.130108474362998,0.0883996772070584,"2-Rep",51.9755339805825
"35","cell",9,35,"02-30to39","02-male","01-postgrad","02-N","W","07-other","09-over150k","3","03-Cell only","MI","Midwest","05-Highest","02-Probably","04-Lean Rep","03-Moderate",1,0,0,-0.187653328946763,0.147168868750408,0.0931461921799591,"1-Dem",35
"52","cell",9,52,"04-50to59","02-male","01-postgrad","02-N","W","02-catholic","09-over150k","5","03-Cell only","VA","South","05-Highest","01-Yes","02-Rep","03-Moderate",1,0,0,0.00027045570378032,0.525646566778915,0.119203298056852,"1-Dem",52
"38","cell",9,38,"02-30to39","02-male","04-HS","02-N","B","01-protestant","04-30to40k","3","01-Both","GA","South","04","01-Yes","01-Dem","04-Conservative",1,0,0,-0.154490308126079,0.0507478093234416,0.378000754444775,"1-Dem",38
"59","cell",9,59,"04-50to59","01-female","02-bach","02-N","W","07-other","09-over150k","2","03-Cell only","NY","Northeast","02","03-No","04-Lean Rep","03-Moderate",0,1,0,0.0776508376187101,0.704416325492427,0.00897081724612523,"2-Rep",59
"76","cell",9,76,"06-Over 70","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","2","01-Both","KY","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.265574622269254,0.773481447526015,0.0985644409593162,"2-Rep",76
"21","cell",9,21,"01-Under 30","02-male","03-assoc","02-N","W","07-other","06-50to75k","3","03-Cell only","MA","Northeast","03","02-Probably","03-Lean Dem","03-Moderate",1,0,0,-0.342414092776623,0.00825650360551246,0.6771798973115,"1-Dem",21
"68","cell",9,68,"05-60to69","01-female","02-bach","02-N","O","02-catholic","05-40to50k","2","01-Both","PA","Northeast","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.177139900080763,0.864472159327577,0.769070383962051,"2-Rep",68
"50","cell",9,50,"04-50to59","01-female","03-assoc","02-N","W","07-other","06-50to75k","2","03-Cell only","GA","South","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.0218382248433425,0.165742486294236,0.0184033291861467,"1-Dem",50
"54","cell",9,54,"04-50to59","02-male","01-postgrad","02-N","W","07-other","09-over150k","5","01-Both","MI","Midwest","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.0223791362509031,0.579679922171902,0.273790002624741,"2-Rep",54
"29","cell",9,29,"01-Under 30","02-male","04-HS","02-N","W","01-protestant","06-50to75k","2","03-Cell only","PA","Northeast","02","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.253979370588132,0.0195827248968447,0.301201078937787,"2-Rep",29
"46","cell",9,46,"03-40to49","01-female","02-bach","02-N","W","07-other","04-30to40k","1","03-Cell only","OH","Midwest","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.0660555859375881,0.365012610558823,0.0306788551390011,"2-Rep",46
"58","cell",9,58,"04-50to59","02-male","02-bach","02-N","W","01-protestant","08-100to150k","1","01-Both","FL","South","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.0665964973451487,0.681142228597522,0.246721339878049,"1-Dem",58
"49","cell",9,49,"03-40to49","01-female","02-bach","02-N","B","01-protestant","08-100to150k","4","01-Both","FL","South","04","01-Yes","01-Dem","03-Moderate",0,0,1,-0.0328925651169039,0.443863069242818,0.848082625254168,"3-Other",49
"20","cell",9,20,"01-Under 30","02-male","03-assoc","02-N","W","07-other","08-100to150k","3","03-Cell only","FL","South","03","03-No","01-Dem","03-Moderate",1,0,0,-0.353468433050184,0.0074072963961941,0.446248789186591,"1-Dem",20
"75","cell",9,75,"06-Over 70","01-female","01-postgrad","02-N","W","02-catholic","06-50to75k","2","01-Both","VA","South","03","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.254520281995692,0.932054364171362,0.542865171658148,"2-Rep",75
"23","cell",9,23,"01-Under 30","01-female","02-bach","02-N","W","01-protestant","05-40to50k","2","03-Cell only","WV","South","02","01-Yes","04-Lean Rep","03-Moderate",1,0,0,-0.3203054122295,0.0443753917277985,0.66598975188687,"1-Dem",23
"53","cell",9,53,"04-50to59","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","Don't know/Refused","01-Both","MD","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.0113247959773417,0.21620304347104,0.00937409394235588,"2-Rep",53
"74","cell",9,74,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","08-100to150k","4","03-Cell only","GA","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.243465941722131,0.924790636070155,0.638534647213846,"1-Dem",74
"58","cell",9,58,"04-50to59","02-male","02-bach","02-N","W","01-protestant","08-100to150k","2","03-Cell only","SC","South","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.0665964973451487,0.681142228597522,0.0424449323566889,"2-Rep",58
"18","cell",9,18,"01-Under 30","02-male","04-HS","02-N","W","07-other","09-over150k","4","03-Cell only","PA","Northeast","04","03-No","04-Lean Rep","03-Moderate",0,1,0,-0.375577113597307,0.00596040799173349,0.94817662003464,"2-Rep",18
"49","cell",9,49,"03-40to49","02-male","02-bach","02-N","W","07-other","08-100to150k","2","03-Cell only","MI","Midwest","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.0328925651169039,0.443863069242818,0.0362511816991187,"2-Rep",49
"64","cell",9,64,"05-60to69","02-male","02-bach","02-N","W","01-protestant","06-50to75k","2","01-Both","OH","Midwest","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.132922538986517,0.804612433425853,0.105751328844868,"1-Dem",64
"24","cell",9,24,"01-Under 30","01-female","03-assoc","02-N","W","02-catholic","03-20to30k","4","03-Cell only","MI","Midwest","04","01-Yes","02-Rep","03-Moderate",0,1,0,-0.309251071955939,0.0114269437891866,0.664337211286997,"2-Rep",24
"23","cell",9,23,"01-Under 30","01-female","03-assoc","01-Y","O","01-protestant","02-10to20k","3","03-Cell only","OH","Midwest","04","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-0.3203054122295,0.0102550187906944,0.844237653268964,"1-Dem",23
"65","cell",9,65,"05-60to69","02-male","01-postgrad","02-N","W","07-other","99-DK/refused","1","01-Both","MA","Northeast","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.143976879260078,0.821239403770874,0.025291110811545,"1-Dem",65
"53","cell",9,53,"04-50to59","01-female","02-bach","01-Y","O","07-other","04-30to40k","2","01-Both","PA","Northeast","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,0.0113247959773417,0.552819190708051,0.34065267134692,"1-Dem",53
"40","cell",9,40,"03-40to49","01-female","04-HS","02-N","W","04-jewish","05-40to50k","4","03-Cell only","VA","South","02","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.132381627578956,0.06238451473625,0.077611320412243,"2-Rep",40
"73","cell",9,73,"06-Over 70","02-male","01-postgrad","01-Y","B","01-protestant","08-100to150k","2","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,0.23241160144857,0.916819679717159,0.964819080717758,"1-Dem",73
"57","cell",9,57,"04-50to59","01-female","02-bach","02-N","W","07-other","07-75to100k","1","03-Cell only","FL","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.0555421570715873,0.656928068310159,0.0747705488912583,"1-Dem",57
"43","cell",9,43,"03-40to49","02-male","02-bach","02-N","O","01-protestant","06-50to75k","4","03-Cell only","PA","Northeast","03","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0992186067582722,0.292794965178337,0.618223053254423,"2-Rep",43
"61","cell",9,61,"05-60to69","02-male","04-HS","02-N","W","01-protestant","07-75to100k","2","01-Both","PA","Northeast","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.0997595181658329,0.398241115403777,0.101617153199786,"2-Rep",61
"62","cell",9,62,"05-60to69","02-male","03-assoc","02-N","W","02-catholic","09-over150k","2","03-Cell only","NH","Northeast","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.110813858439394,0.42472467926929,0.0832686333538526,"2-Rep",62
"67","cell",9,67,"05-60to69","02-male","05-less than HS","02-N","W","07-other","03-20to30k","3","03-Cell only","WV","South","02","01-Yes","03-Lean Dem","05-Very conservative",1,0,0,0.166085559807201,0.560588406229041,0.00947694607179689,"1-Dem",67
"61","cell",9,61,"05-60to69","02-male","05-less than HS","02-N","B","01-protestant","01-under10k","1","03-Cell only","NY","Northeast","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.0997595181658329,0.398241115403777,0.235162980200234,"1-Dem",61
"88","cell",9,88,"06-Over 70","01-female","03-assoc","02-N","W","02-catholic","06-50to75k","1","01-Both","NY","Northeast","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.398226705551991,0.926951257670733,0.996873937528278,"1-Dem",88
