"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","support","age_num_imp"
"25","cell",9,25,"01-Under 30","01-female","03-assoc","02-N","W","07-other","04-30to40k","5","03-Cell only","NE","Midwest","04","03-No","01-Dem","01-Very liberal",1,0,0,-0.298196731682377,0.0307421235352244,0.0680165782601545,"1-Dem",25
"68","cell",9,68,"05-60to69","01-female","04-HS","02-N","W","07-other","02-10to20k","1","03-Cell only","AL","South","02","01-Yes","02-Rep","05-Very conservative",0,0,1,0.177139900080763,0.777808722515165,0.968311766568603,"3-Other",68
"62","cell",9,62,"05-60to69","02-male","03-assoc","01-Y","O","02-catholic","07-75to100k","1","03-Cell only","SD","Midwest","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.110813858439394,0.644876314813259,0.806889743998432,"2-Rep",62
"74","cell",9,74,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","TX","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.243465941722131,0.870939545139181,0.993793660285271,"2-Rep",74
"76","cell",9,76,"06-Over 70","01-female","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","AR","South","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.265574622269254,0.893602107202506,0.990321041129068,"2-Rep",76
"61","cell",9,61,"05-60to69","01-female","01-postgrad","02-N","W","07-other","08-100to150k","2","01-Both","IA","Midwest","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,0.0997595181658329,0.879446680636165,0.974762613089096,"1-Dem",61
"59","cell",9,59,"04-50to59","02-male","02-bach","02-N","W","07-other","07-75to100k","2","03-Cell only","TX","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.0776508376187101,0.854260772982999,0.956964911326882,"1-Dem",59
"29","cell",9,29,"01-Under 30","02-male","04-HS","01-Y","O","02-catholic","02-10to20k","2","03-Cell only","LA","South","02","03-No","04-Lean Rep","03-Moderate",0,1,0,-0.253979370588132,0.0468272670184254,0.00106186737943676,"2-Rep",29
"55","cell",9,55,"04-50to59","02-male","01-postgrad","02-N","W","02-catholic","07-75to100k","1","03-Cell only","IL","Midwest","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.0334334765244645,0.790981395769493,0.975015177997989,"1-Dem",55
"79","cell",9,79,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","09-over150k","1","01-Both","TN","South","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.298737643089938,0.981224521881208,0.999048243991841,"1-Dem",79
"45","cell",9,45,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","5","03-Cell only","TN","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,-0.0771099262111495,0.220446748387667,0.928923425184561,"1-Dem",45
"55","cell",9,55,"04-50to59","01-female","04-HS","02-N","W","01-protestant","08-100to150k","2","03-Cell only","TX","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0334334765244645,0.457813332797268,0.952461865561328,"2-Rep",55
"56","cell",9,56,"04-50to59","02-male","01-postgrad","02-N","B","01-protestant","06-50to75k","1","03-Cell only","AL","South","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.0444878167980259,0.808492245503641,0.608316880389332,"1-Dem",56
"56","cell",9,56,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","2","03-Cell only","OK","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.0444878167980259,0.485065140632601,0.941231112391798,"2-Rep",56
"58","cell",9,58,"04-50to59","02-male","03-assoc","02-N","W","07-other","08-100to150k","2","03-Cell only","IL","Midwest","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.0665964973451487,0.539672924761935,0.96529977929429,"2-Rep",58
"37","cell",9,37,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","3","03-Cell only","WI","Midwest","03","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.165544648399641,0.105439268834599,0.424368791299798,"2-Rep",37
"73","cell",9,73,"06-Over 70","01-female","03-assoc","02-N","O","01-protestant","04-30to40k","1","03-Cell only","TN","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.23241160144857,0.858136764968206,0.836612095353309,"2-Rep",73
"68","cell",9,68,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","07-75to100k","2","03-Cell only","OK","South","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,0.177139900080763,0.777808722515165,0.983475934716358,"2-Rep",68
"21","cell",9,21,"01-Under 30","01-female","04-HS","02-N","W","07-other","01-under10k","5","03-Cell only","OK","South","04","03-No","05-Ind","03-Moderate",0,0,1,-0.342414092776623,0.0045482084125751,0.0170379054742414,"3-Other",21
"34","cell",9,34,"02-30to39","02-male","02-bach","02-N","W","01-protestant","06-50to75k","4","03-Cell only","WI","Midwest","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.198707669220325,0.275604136951129,0.737618564422916,"1-Dem",34
"29","cell",9,29,"01-Under 30","02-male","05-less than HS","02-N","W","01-protestant","02-10to20k","4","03-Cell only","TN","South","02","01-Yes","03-Lean Dem","01-Very liberal",0,1,0,-0.253979370588132,0.0468272670184254,0.300133167354581,"2-Rep",29
"56","cell",9,56,"04-50to59","01-female","05-less than HS","01-Y","O","07-other","02-10to20k","3","03-Cell only","IL","Midwest","05-Highest","03-No","04-Lean Rep","04-Conservative",1,0,0,0.0444878167980259,0.485065140632601,0.00744240828704299,"1-Dem",56
"74","cell",9,74,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","WI","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.243465941722131,0.870939545139181,0.987982387973514,"2-Rep",74
"30","cell",9,30,"02-30to39","01-female","02-bach","02-N","B","01-protestant","07-75to100k","3","03-Cell only","IL","Midwest","05-Highest","01-Yes","04-Lean Rep","04-Conservative",0,0,1,-0.24292503031457,0.197191815377706,0.0167806542950074,"3-Other",30
"37","cell",9,37,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","4","03-Cell only","TX","South","04","01-Yes","02-Rep","03-Moderate",0,1,0,-0.165544648399641,0.105439268834599,0.796052469319034,"2-Rep",37
"33","cell",9,33,"02-30to39","02-male","03-assoc","02-N","W","07-other","08-100to150k","5","03-Cell only","MO","Midwest","03","02-Probably","02-Rep","04-Conservative",0,1,0,-0.209762009493886,0.0707145854108694,0.830743054515647,"2-Rep",33
"58","cell",9,58,"04-50to59","01-female","03-assoc","02-N","W","02-catholic","07-75to100k","2","01-Both","MO","Midwest","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0665964973451487,0.539672924761935,0.952227750553366,"2-Rep",58
"76","cell",9,76,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","NE","Midwest","04","01-Yes","01-Dem","04-Conservative",1,0,0,0.265574622269254,0.893602107202506,0.990321041129068,"1-Dem",76
"50","cell",9,50,"04-50to59","02-male","02-bach","02-N","W","03-athiest","08-100to150k","6","01-Both","IL","Midwest","05-Highest","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.0218382248433425,0.686518574545545,0.969247831853385,"2-Rep",50
"64","cell",9,64,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","1","03-Cell only","MO","Midwest","01-Lowest","03-No","01-Dem","01-Very liberal",1,0,0,0.132922538986517,0.693253828716924,0.727513259747411,"1-Dem",64
"64","cell",9,64,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","MN","Midwest","01-Lowest","01-Yes","05-Ind","04-Conservative",1,0,0,0.132922538986517,0.335229968384896,0.981693847177981,"1-Dem",64
"55","cell",9,55,"04-50to59","02-male","05-less than HS","02-N","W","01-protestant","01-under10k","3","03-Cell only","IA","Midwest","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.0334334765244645,0.457813332797268,0.416826303130052,"1-Dem",55
"61","cell",9,61,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","08-100to150k","3","01-Both","SD","Midwest","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.0997595181658329,0.619446790613556,0.934248959890332,"1-Dem",61
"60","cell",9,60,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","03-20to30k","1","03-Cell only","SD","Midwest","02","01-Yes","02-Rep","05-Very conservative",0,1,0,0.0887051778922715,0.593344599154056,0.946738500996528,"2-Rep",60
"19","cell",9,19,"01-Under 30","01-female","04-HS","02-N","W","07-other","02-10to20k","3","03-Cell only","TN","South","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.364522773323746,0.0161866956225128,0.0190663497552692,"2-Rep",19
"28","cell",9,28,"01-Under 30","02-male","02-bach","02-N","W","07-other","07-75to100k","1","03-Cell only","TN","South","02","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.265033710861693,0.164829804198436,0.670536210480545,"1-Dem",28
"27","cell",9,27,"01-Under 30","01-female","03-assoc","02-N","W","07-other","06-50to75k","3","03-Cell only","MS","South","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",0,1,0,-0.276088051135255,0.0379749527800748,0.150317416292007,"2-Rep",27
"32","cell",9,32,"02-30to39","02-male","02-bach","02-N","O","01-protestant","08-100to150k","1","01-Both","IL","Midwest","05-Highest","01-Yes","04-Lean Rep","03-Moderate",0,0,1,-0.220816349767448,0.234126459621243,0.179684129104622,"3-Other",32
"73","cell",9,73,"06-Over 70","02-male","01-postgrad","02-N","B","01-protestant","09-over150k","1","01-Both","AL","South","03","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,0.23241160144857,0.964425380892809,0.964425380892809,"1-Dem",73
"51","cell",9,51,"04-50to59","01-female","02-bach","02-N","W","01-protestant","09-over150k","2","01-Both","TX","South","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0107838845697811,0.709567569346866,0.94751347928705,"2-Rep",51
"27","cell",9,27,"01-Under 30","02-male","02-bach","02-N","W","01-protestant","07-75to100k","5","03-Cell only","NE","Midwest","04","03-No","05-Ind","03-Moderate",0,0,1,-0.276088051135255,0.0379749527800748,0.198009723036678,"3-Other",27
"64","cell",9,64,"05-60to69","02-male","01-postgrad","02-N","W","07-other","06-50to75k","2","01-Both","TX","South","05-Highest","01-Yes","04-Lean Rep","02-Liberal",0,1,0,0.132922538986517,0.910142459674035,0.964952534235299,"2-Rep",64
"63","cell",9,63,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","2","03-Cell only","IA","Midwest","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.121868198712956,0.6695131647924,0.97178600080579,"2-Rep",63
"74","cell",9,74,"06-Over 70","02-male","01-postgrad","02-N","W","01-protestant","08-100to150k","1","01-Both","WI","Midwest","02","03-No","01-Dem","03-Moderate",1,0,0,0.243465941722131,0.967993663081771,0.983307433084581,"1-Dem",74
"81","cell",9,81,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","03-20to30k","1","01-Both","AL","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.320846323637061,0.984858115078237,0.994375779629656,"2-Rep",81
"77","cell",9,77,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","06-50to75k","1","01-Both","MN","Midwest","05-Highest","03-No","04-Lean Rep","99-DK/refused",0,1,0,0.276628962542815,0.90356391885567,0.976739570318594,"2-Rep",77
"64","cell",9,64,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","2","01-Both","TN","South","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.132922538986517,0.693253828716924,0.933931372041088,"1-Dem",64
"52","cell",9,52,"04-50to59","02-male","03-assoc","02-N","W","07-other","09-over150k","4","01-Both","NE","Midwest","02","01-Yes","02-Rep","03-Moderate",0,1,0,0.00027045570378032,0.378169833175637,0.982061001166837,"2-Rep",52
"71","cell",9,71,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","09-over150k","2","03-Cell only","OK","South","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.210302920901447,0.95610707740595,0.993825396242451,"2-Rep",71
"48","cell",9,48,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","3","03-Cell only","AL","South","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.0439469053904653,0.281933686909093,0.774129375545363,"2-Rep",48
"54","cell",9,54,"04-50to59","02-male","03-assoc","02-N","W","07-other","09-over150k","2","03-Cell only","MO","Midwest","04","01-Yes","02-Rep","03-Moderate",0,1,0,0.0223791362509031,0.430811648244529,0.961633900814147,"2-Rep",54
"39","cell",9,39,"02-30to39","01-female","03-assoc","02-N","B","01-protestant","02-10to20k","1","03-Cell only","WI","Midwest","05-Highest","03-No","03-Lean Dem","01-Very liberal",0,1,0,-0.143435967852518,0.127926876576437,0.00855415000008007,"2-Rep",39
"18","cell",9,18,"01-Under 30","02-male","05-less than HS","02-N","B","07-other","07-75to100k","8 or more","03-Cell only","WI","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.375577113597307,0.0145337964808892,0.0328213257778742,"1-Dem",18
"42","cell",9,42,"03-40to49","01-female","03-assoc","02-N","O","03-athiest","05-40to50k","2","01-Both","MO","Midwest","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.110272947031834,0.169209558829712,0.0813179746050922,"1-Dem",42
"58","cell",9,58,"04-50to59","02-male","02-bach","02-N","W","01-protestant","07-75to100k","3","03-Cell only","CO","West","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.0665964973451487,0.840107210633581,0.879992519080241,"2-Rep",58
"58","cell",9,58,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","4","03-Cell only","MT","West","01-Lowest","01-Yes","05-Ind","03-Moderate",0,1,0,0.0665964973451487,0.207349928803881,0.91098265813913,"2-Rep",58
"69","cell",9,69,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","2","01-Both","CO","West","02","02-Probably","04-Lean Rep","05-Very conservative",0,1,0,0.188194240354324,0.796138709886973,0.767753061366899,"2-Rep",69
"39","cell",9,39,"02-30to39","02-male","01-postgrad","02-N","W","06-LDS","07-75to100k","1","03-Cell only","UT","West","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.143435967852518,0.396656874733161,0.871458773812484,"1-Dem",39
"34","cell",9,34,"02-30to39","01-female","02-bach","02-N","W","02-catholic","08-100to150k","6","01-Both","CO","West","02","01-Yes","04-Lean Rep","03-Moderate",1,0,0,-0.198707669220325,0.275604136951129,0.845573155387675,"1-Dem",34
"(VOL) Don't know/Refused","cell",9,NA,"99-DNK/refused","02-male","02-bach","02-N","W","01-protestant","99-DK/refused","Don't know/Refused","03-Cell only","ID","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0,0.622459331201855,0.582570206462315,"2-Rep",51.9755339805825
"36","cell",9,36,"02-30to39","02-male","01-postgrad","02-N","W","07-other","09-over150k","2","01-Both","CO","West","03","01-Yes","03-Lean Dem","03-Moderate",0,0,1,-0.176598988673202,0.321346815598118,0.777716892705524,"3-Other",36
"46","cell",9,46,"03-40to49","01-female","04-HS","02-N","W","01-protestant","06-50to75k","6","01-Both","MT","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0660555859375881,0.239818791002014,0.912641815918149,"2-Rep",46
"23","cell",9,23,"01-Under 30","02-male","02-bach","02-N","W","07-other","99-DK/refused","Don't know/Refused","03-Cell only","UT","West","03","99-DNK/refused","99-DK/refused","99-DK/refused",1,0,0,-0.3203054122295,0.00565423547811839,0.0553913768077827,"1-Dem",23
"26","cell",9,26,"01-Under 30","01-female","03-assoc","02-N","W","03-athiest","05-40to50k","4","03-Cell only","UT","West","04","03-No","01-Dem","03-Moderate",1,0,0,-0.287142391408816,0.0341744386039552,0.102032854442448,"1-Dem",26
"45","cell",9,45,"03-40to49","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","3","01-Both","WY","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-0.0771099262111495,0.220446748387667,0.317981226558994,"2-Rep",45
"36","cell",9,36,"02-30to39","02-male","03-assoc","02-N","W","07-other","09-over150k","6","03-Cell only","CO","West","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.176598988673202,0.0955576132672779,0.90485827776466,"1-Dem",36
"23","cell",9,23,"01-Under 30","01-female","03-assoc","02-N","W","07-other","06-50to75k","2","03-Cell only","CO","West","01-Lowest","03-No","01-Dem","02-Liberal",1,0,0,-0.3203054122295,0.0248512955359524,0.0403227930647762,"1-Dem",23
"39","cell",9,39,"02-30to39","02-male","02-bach","02-N","W","06-LDS","07-75to100k","4","03-Cell only","UT","West","04","02-Probably","04-Lean Rep","04-Conservative",0,1,0,-0.143435967852518,0.396656874733161,0.871458773812484,"2-Rep",39
"71","cell",9,71,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","1","03-Cell only","CO","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.210302920901447,0.829362629042788,0.993825396242451,"2-Rep",71
"25","cell",9,25,"01-Under 30","01-female","03-assoc","02-N","W","07-other","03-20to30k","1","03-Cell only","CO","West","01-Lowest","02-Probably","03-Lean Dem","03-Moderate",1,0,0,-0.298196731682377,0.0307421235352244,0.278704486607647,"1-Dem",25
"77","cell",9,77,"06-Over 70","02-male","02-bach","02-N","W","03-athiest","06-50to75k","2","03-Cell only","NM","West","01-Lowest","01-Yes","01-Dem","01-Very liberal",1,0,0,0.276628962542815,0.976739570318594,0.9913152711212,"1-Dem",77
"42","cell",9,42,"03-40to49","01-female","02-bach","02-N","W","01-protestant","08-100to150k","5","03-Cell only","MT","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.110272947031834,0.477205898962799,0.929263262626743,"2-Rep",42
"70","cell",9,70,"06-Over 70","01-female","03-assoc","01-Y","W","07-other","03-20to30k","2","01-Both","CO","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.199248580627885,0.81331946928576,0.951280296467528,"1-Dem",70
"18","cell",9,18,"01-Under 30","01-female","04-HS","02-N","W","07-other","09-over150k","4","01-Both","CO","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.375577113597307,0.0145337964808892,0.570370244307457,"1-Dem",18
"46","cell",9,46,"03-40to49","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","2","03-Cell only","MT","West","01-Lowest","03-No","06-None","99-DK/refused",0,0,1,-0.0660555859375881,0.239818791002014,0.160613118874916,"3-Other",46
"46","cell",9,46,"03-40to49","02-male","01-postgrad","02-N","W","07-other","08-100to150k","6","01-Both","MT","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.0660555859375881,0.585726545997396,0.953157686740911,"2-Rep",46
"65","cell",9,65,"05-60to69","01-female","04-HS","02-N","W","03-athiest","06-50to75k","2","03-Cell only","MT","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.143976879260078,0.716012460538496,0.968469669437211,"2-Rep",65
"44","cell",9,44,"03-40to49","01-female","02-bach","02-N","W","07-other","06-50to75k","3","03-Cell only","WA","West","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.0881642664847108,0.531842734814107,0.531842734814107,"1-Dem",44
"85","cell",9,85,"06-Over 70","02-male","03-assoc","02-N","O","01-protestant","02-10to20k","2","01-Both","CA","West","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.365063684731306,0.957409470600307,0.782324794126669,"2-Rep",85
"39","cell",9,39,"02-30to39","01-female","01-postgrad","02-N","W","07-other","09-over150k","3","03-Cell only","CA","West","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.143435967852518,0.396656874733161,0.641202129422052,"1-Dem",39
"37","cell",9,37,"02-30to39","02-male","03-assoc","02-N","W","07-other","03-20to30k","4","03-Cell only","AZ","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.165544648399641,0.105439268834599,0.589476660032183,"1-Dem",37
"28","cell",9,28,"01-Under 30","02-male","01-postgrad","01-Y","W","06-LDS","04-30to40k","3","03-Cell only","CA","West","05-Highest","02-Probably","03-Lean Dem","03-Moderate",1,0,0,-0.265033710861693,0.164829804198436,0.0920056016881302,"1-Dem",28
"69","cell",9,69,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","2","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",0,1,0,0.188194240354324,0.796138709886973,0.767753061366899,"2-Rep",69
"32","cell",9,32,"02-30to39","02-male","04-HS","02-N","W","01-protestant","07-75to100k","3","03-Cell only","WA","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.220816349767448,0.0638549892969005,0.299050720576036,"2-Rep",32
"28","cell",9,28,"01-Under 30","02-male","04-HS","02-N","W","07-other","04-30to40k","1","03-Cell only","OR","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.265033710861693,0.0421796612111165,0.428153518697338,"2-Rep",28
"47","cell",9,47,"03-40to49","02-male","01-postgrad","02-N","W","07-other","09-over150k","3","03-Cell only","CA","West","05-Highest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.0550012456640267,0.611997963191654,0.810876936251269,"1-Dem",47
"67","cell",9,67,"05-60to69","02-male","05-less than HS","01-Y","O","02-catholic","06-50to75k","5","01-Both","CA","West","05-Highest","03-No","04-Lean Rep","04-Conservative",0,0,1,0.166085559807201,0.758330902498158,0.411819291560092,"3-Other",67
"82","cell",9,82,"06-Over 70","02-male","05-less than HS","01-Y","W","02-catholic","01-under10k","2","01-Both","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.331900663910622,0.941828324315622,0.973858903639462,"1-Dem",82
"30","cell",9,30,"02-30to39","02-male","01-postgrad","01-Y","W","03-athiest","08-100to150k","2","03-Cell only","WA","West","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.24292503031457,0.197191815377706,0.565306724834318,"1-Dem",30
"68","cell",9,68,"05-60to69","01-female","02-bach","02-N","W","01-protestant","07-75to100k","1","03-Cell only","CA","West","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.177139900080763,0.940079288890851,0.99385697092176,"2-Rep",68
"78","cell",9,78,"06-Over 70","02-male","01-postgrad","02-N","O","06-LDS","09-over150k","7","01-Both","CA","West","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.287683302816377,0.979099455979348,0.979099455979348,"2-Rep",78
"20","cell",9,20,"01-Under 30","02-male","04-HS","01-Y","O","01-protestant","02-10to20k","3","03-Cell only","CA","West","05-Highest","02-Probably","04-Lean Rep","04-Conservative",0,1,0,-0.353468433050184,0.0180241374624547,0.00107841034601153,"2-Rep",20
"40","cell",9,40,"03-40to49","02-male","02-bach","02-N","W","07-other","06-50to75k","1","03-Cell only","WA","West","04","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.132381627578956,0.423109161149498,0.84422115469238,"1-Dem",40
"24","cell",9,24,"01-Under 30","02-male","04-HS","02-N","O","01-protestant","04-30to40k","5","03-Cell only","OR","West","01-Lowest","03-No","04-Lean Rep","05-Very conservative",0,1,0,-0.309251071955939,0.0276446665555537,0.00324640567006116,"2-Rep",24
"35","cell",9,35,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","03-Cell only","WY","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.187653328946763,0.0865124934318645,0.535693963204149,"2-Rep",35
"27","cell",9,27,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","05-40to50k","2","03-Cell only","ID","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.276088051135255,0.0379749527800748,0.256269899807037,"2-Rep",27
"27","cell",9,27,"01-Under 30","02-male","04-HS","02-N","O","01-protestant","02-10to20k","7","01-Both","UT","West","01-Lowest","03-No","05-Ind","02-Liberal",0,1,0,-0.276088051135255,0.00873093377178544,0.00231634204083863,"2-Rep",27
"34","cell",9,34,"02-30to39","01-female","02-bach","02-N","W","06-LDS","06-50to75k","3","03-Cell only","NM","West","01-Lowest","03-No","02-Rep","04-Conservative",0,1,0,-0.198707669220325,0.275604136951129,0.048968382893101,"2-Rep",34
"42","cell",9,42,"03-40to49","01-female","02-bach","02-N","W","06-LDS","06-50to75k","7","01-Both","UT","West","04","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,-0.110272947031834,0.477205898962799,0.870879815957824,"2-Rep",42
"29","cell",9,29,"01-Under 30","01-female","03-assoc","02-N","W","06-LDS","01-under10k","5","03-Cell only","UT","West","02","03-No","04-Lean Rep","04-Conservative",0,1,0,-0.253979370588132,0.0468272670184254,0.0399254434327736,"2-Rep",29
"42","cell",9,42,"03-40to49","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","2","03-Cell only","CO","West","01-Lowest","03-No","04-Lean Rep","99-DK/refused",0,0,1,-0.110272947031834,0.169209558829712,0.109951201484493,"3-Other",42
"70","cell",9,70,"06-Over 70","01-female","03-assoc","02-N","W","07-other","03-20to30k","2","03-Cell only","ID","West","01-Lowest","01-Yes","03-Lean Dem","02-Liberal",0,0,1,0.199248580627885,0.81331946928576,0.951280296467528,"3-Other",70
"48","cell",9,48,"03-40to49","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","1","03-Cell only","CO","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.0439469053904653,0.281933686909093,0.92858208055358,"2-Rep",48
"27","cell",9,27,"01-Under 30","01-female","02-bach","02-N","A","01-protestant","08-100to150k","2","03-Cell only","CA","West","05-Highest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.276088051135255,0.150317416292007,0.0445552470860754,"1-Dem",27
"38","cell",9,38,"02-30to39","02-male","01-postgrad","02-N","W","03-athiest","06-50to75k","4","01-Both","HI","West","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.154490308126079,0.370795399548839,0.813238791817874,"1-Dem",38
"36","cell",9,36,"02-30to39","02-male","01-postgrad","02-N","W","07-other","06-50to75k","4","03-Cell only","CA","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.176598988673202,0.321346815598118,0.777716892705524,"1-Dem",36
"19","cell",9,19,"01-Under 30","02-male","03-assoc","02-N","W","04-jewish","09-over150k","3","01-Both","CA","West","03","01-Yes","01-Dem","02-Liberal",1,0,0,-0.364522773323746,0.0161866956225128,0.166971251765577,"1-Dem",19
"28","cell",9,28,"01-Under 30","02-male","05-less than HS","01-Y","O","07-other","99-DK/refused","1","03-Cell only","CA","West","04","03-No","05-Ind","99-DK/refused",0,0,1,-0.265033710861693,0.00973040139159061,0.000682279432812651,"3-Other",28
"52","cell",9,52,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","01-under10k","1","03-Cell only","CA","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.00027045570378032,0.378169833175637,0.791832973887611,"2-Rep",52
"38","cell",9,38,"02-30to39","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","6","03-Cell only","CA","West","02","03-No","04-Lean Rep","03-Moderate",0,1,0,-0.154490308126079,0.116211491561933,0.23228157287655,"2-Rep",38
