"bag","age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched","holdout","surveyed","matched","voterfile","y_dem_basicdr","y_dem_basicdr_dec","y_dem_hat","y_hat_dec","y_hat_lasso","y_hat_lasso_dec","y_bagmean","y_rep_hat","y_oth_hat","y_dem_grpmean.x","y_rep_grpmean.x","y_oth_grpmean.x","y_logit_dem","y_logit_rep","y_logit_oth","y_dem_grpmean.y","y_rep_grpmean.y","y_oth_grpmean.y","qsupport_3way"
22,"53","cell",9,53,"04-50to59","01-female","02-bach","02-N","W","02-catholic","03-20to30k","3","01-Both","CO","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.0560339897131491,0.75251444567853,0.527987708975284,0,0,0,1,0.483719698540256,"6",0.64693513631456,"8",0.723838191327113,NA,0.636363636363636,0.286213625464179,0.066851238221261,0.521739130434783,0.434782608695652,0.0434782608695652,0.556427097815835,0.401330078723438,0.042242823460727,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"54","cell",9,54,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","09-over150k","2","03-Cell only","WA","West","02","01-Yes","03-Lean Dem","03-Moderate",0,1,0,0.110729790892588,0.430811648244529,0.961633900814147,1,0,0,0,0.515086854370111,"7",0.476297982420715,"8",0.338807032776493,"3",NA,0.473952842419857,0.0497491751594277,0.521739130434783,0.434782608695652,0.0434782608695652,0.420331693594397,0.52538343129551,0.0542848751100934,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"53","cell",9,53,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","02-10to20k","8 or more","03-Cell only","WA","West","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.0560339897131491,0.404215223614089,0.855540550004377,0,1,1,0,0.761990390489103,NA,0.568051175454099,NA,0.71208566290969,NA,0.574468085106383,0.36477305719096,0.0671757673549413,0.521739130434783,0.434782608695652,0.0434782608695652,0.544721077333245,0.419653094964737,0.035625827702018,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"52","cell",9,52,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","1","03-Cell only","CA","West","03","99-DNK/refused","02-Rep","99-DK/refused",0,1,0,0.00133818853371045,0.378169833175637,0.881077794140798,0,1,1,0,0.988111489160588,NA,0.681753488709691,NA,0.4740266444293,NA,0.636363636363636,0.227820029647777,0.0904264816425326,0.521739130434783,0.434782608695652,0.0434782608695652,0.544721077333245,0.419653094964737,0.035625827702018,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"51","cell",9,51,"04-50to59","01-female","01-postgrad","02-N","W","02-catholic","05-40to50k","2","01-Both","WA","West","03","01-Yes","05-Ind","03-Moderate",0,0,1,-0.0533576126457282,0.352808863064872,0.826346385024081,0,0,0,1,0.420472295512269,"5",0.596886292633235,"8",0.565964541233507,NA,0.574468085106383,0.329478439957536,0.0736352674092286,0.521739130434783,0.434782608695652,0.0434782608695652,0.489634065607203,0.447824640037105,0.0625412943556928,0.521739130434783,0.434782608695652,0.0434782608695652,"3-Oth"
22,"55","cell",9,55,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","2","01-Both","CA","West","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,0.165425592072027,0.790981395769493,0.965472155754253,0,0,0,1,0.216635623802745,"2",0.601548289036358,"7",0.538449859426184,NA,0.222222222222222,0.388094201609505,0.010357509354137,0.521739130434783,0.434782608695652,0.0434782608695652,0.436059389952767,0.532345589395144,0.0315950206520894,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"58","cell",9,58,"04-50to59","01-female","03-assoc","02-N","A","07-other","99-DK/refused","2","03-Cell only","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.329512995610343,0.539672924761935,0.0470818841607269,1,0,0,0,0.602092953479627,"8",0.751781558174046,"8",0.482870355032137,"6",0.222222222222222,0.218672825791906,0.0295456160340482,0.521739130434783,0.434782608695652,0.0434782608695652,0.522592764779562,0.443170687561935,0.034236547658503,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"50","cell",9,50,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","03-20to30k","7","01-Both","WA","West","03","99-DNK/refused","04-Lean Rep","04-Conservative",0,1,0,-0.108053413825167,0.328250861427198,0.856176928425627,0,0,0,1,1.39764688716281,"10",0.552881221854814,"8",0.561754993076259,NA,0.636363636363636,0.133539177135587,0.313579601009598,0.521739130434783,0.434782608695652,0.0434782608695652,0.556427097815835,0.401330078723438,0.042242823460727,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"52","cell",9,52,"04-50to59","01-female","01-postgrad","02-N","W","02-catholic","09-over150k","4","03-Cell only","CA","West","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,0.00133818853371045,0.731584460779947,0.982061001166837,0,0,0,1,0.331250605176649,"4",0.600293651573732,"8",0.389065274352051,NA,0.222222222222222,0.377093892194732,0.0226124562315363,0.521739130434783,0.434782608695652,0.0434782608695652,0.510619031055763,0.424269656780306,0.0651113121639307,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"50","cell",9,50,"04-50to59","01-female","01-postgrad","02-N","B","02-catholic","06-50to75k","4","03-Cell only","CA","West","03","01-Yes","01-Dem","02-Liberal",1,0,0,-0.108053413825167,0.686518574545545,0.446182579392975,1,0,0,0,0.722801050681966,"8",0.938935154327549,"10",0.535603420152718,"7",0.574468085106383,0.0328066106446954,0.0282582350277558,0.521739130434783,0.434782608695652,0.0434782608695652,0.441609502920795,0.501454185876779,0.0569363112024256,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"52","landline",4,52,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","4","01-Both","CA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.00133818853371045,0.378169833175637,0.881077794140798,0,0,0,1,0.312949448823986,"3",0.521870380187185,"9",0.307185951803505,NA,0.222222222222222,0.458376284876625,0.0197533349361902,0.521739130434783,0.434782608695652,0.0434782608695652,0.53476465281581,0.424568252322177,0.0406670948620135,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"55","landline",4,55,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","08-100to150k","2","01-Both","CA","West","01-Lowest","02-Probably","01-Dem","02-Liberal",1,0,0,0.165425592072027,0.158537696784536,0.730570278679313,0,0,0,1,0.924736150269581,"10",0.52803625070876,"8",0.490384658174513,NA,0.789473684210526,0.413109816148312,0.0588539331429279,0.521739130434783,0.434782608695652,0.0434782608695652,0.442761624357771,0.484743834697059,0.0724945409451698,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"50","landline",4,50,"04-50to59","01-female","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","CA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.108053413825167,0.328250861427198,0.856176928425627,0,0,0,1,0.279971975880898,"3",0.52922802192265,"8",0.441910154949467,NA,0.222222222222222,0.453200653802814,0.0175713242745361,0.521739130434783,0.434782608695652,0.0434782608695652,0.422094134482408,0.508678080185874,0.0692277853317174,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"52","landline",4,52,"04-50to59","01-female","02-bach","02-N","W","02-catholic","09-over150k","4","01-Both","WA","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.00133818853371045,0.378169833175637,0.881077794140798,0,1,1,0,0.557038495202363,NA,0.641740494034219,NA,0.417038844951184,NA,NA,0.281622948566332,0.0766365573994491,0.521739130434783,0.434782608695652,0.0434782608695652,0.442761624357771,0.484743834697059,0.0724945409451698,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"55","cell",5,55,"04-50to59","01-female","05-less than HS","02-N","B","05-muslim","01-under10k","1","03-Cell only","CA","West","04","03-No","03-Lean Dem","03-Moderate",1,0,0,0.165425592072027,0.457813332797268,0.0343627378796111,0,0,0,1,1.3837512410544,"10",0.937677736855858,"10",0.453575168373514,NA,0.222222222222222,0.0261199646776649,0.0362022984664775,0.521739130434783,0.434782608695652,0.0434782608695652,0.510619031055763,0.424269656780306,0.0651113121639307,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"55","cell",4,55,"04-50to59","01-female","02-bach","02-N","W","07-other","07-75to100k","2","01-Both","CA","West","04","01-Yes","03-Lean Dem","02-Liberal",0,0,1,0.165425592072027,0.790981395769493,0.934879881916146,0,1,0,0,0.122633896997684,NA,0.473706205265088,NA,0.527207755031565,NA,0.222222222222222,0.508719771796485,0.0175740229384273,0.521739130434783,0.434782608695652,0.0434782608695652,0.544721077333245,0.419653094964737,0.035625827702018,0.521739130434783,0.434782608695652,0.0434782608695652,"3-Oth"
22,"53","cell",4,53,"04-50to59","01-female","03-assoc","02-N","W","07-other","05-40to50k","4","01-Both","CA","West","02","01-Yes","01-Dem","01-Very liberal",1,0,0,0.0560339897131491,0.404215223614089,0.941515808187621,0,1,0,0,0.358426280183295,NA,0.548665275709848,NA,0.470533008971965,NA,0.222222222222222,0.433772653932025,0.017562070358127,0.521739130434783,0.434782608695652,0.0434782608695652,0.422094134482408,0.508678080185874,0.0692277853317174,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"50","cell",4,50,"04-50to59","01-female","01-postgrad","02-N","W","06-LDS","07-75to100k","3","01-Both","WA","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.108053413825167,0.686518574545545,0.753473899405831,0,0,0,1,0.88378227202503,"9",0.631567473280233,"9",0.54394540530672,NA,0.574468085106383,0.242478495186563,0.125954031533204,0.521739130434783,0.434782608695652,0.0434782608695652,0.522592764779562,0.443170687561935,0.034236547658503,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"50","cell",4,50,"04-50to59","01-female","02-bach","02-N","W","07-other","99-DK/refused","4","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.108053413825167,0.686518574545545,0.529273111373877,0,1,1,0,0.183960171900338,NA,0.561936171954716,NA,0.491132639950359,NA,0.222222222222222,0.425160668432753,0.0129031596125306,0.521739130434783,0.434782608695652,0.0434782608695652,0.436059389952767,0.532345589395144,0.0315950206520894,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"55","cell",4,55,"04-50to59","01-female","02-bach","02-N","W","06-LDS","03-20to30k","3","01-Both","AZ","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.165425592072027,0.790981395769493,0.581966468631485,1,0,0,0,0.922734825214633,"9",0.70259256384878,"9",0.527200574526061,"6",0.636363636363636,0.158420116781866,0.138987319369354,0.521739130434783,0.434782608695652,0.0434782608695652,0.420331693594397,0.52538343129551,0.0542848751100934,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"56","cell",4,56,"04-50to59","01-female","04-HS","02-N","B","01-protestant","01-under10k","2","03-Cell only","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.220121393251465,0.485065140632601,0.0974025843792382,0,1,0,0,0.685877019164167,NA,0.953215677091883,NA,0.2644891525974,NA,0.222222222222222,0.033675366799951,0.0131089561081657,0.521739130434783,0.434782608695652,0.0434782608695652,0.441609502920795,0.501454185876779,0.0569363112024256,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"52","cell",4,52,"04-50to59","01-female","02-bach","02-N","W","01-protestant","99-DK/refused","3","03-Cell only","CA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.00133818853371045,0.731584460779947,0.159227074989903,0,0,0,1,0.210912346970815,"2",0.479991484097098,"6",0.587827137911217,NA,0.222222222222222,0.49963923483245,0.0203692810704519,0.521739130434783,0.434782608695652,0.0434782608695652,0.522592764779562,0.443170687561935,0.034236547658503,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"58","cell",5,58,"04-50to59","01-female","02-bach","02-N","W","01-protestant","09-over150k","2","03-Cell only","ID","West","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.329512995610343,0.840107210633581,0.974889204900575,0,1,1,0,0.544199675484151,NA,0.556061895523871,NA,0.663303257793016,NA,0.574468085106383,0.360768393898773,0.0831697105773555,0.521739130434783,0.434782608695652,0.0434782608695652,0.522592764779562,0.443170687561935,0.034236547658503,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"56","cell",5,56,"04-50to59","01-female","03-assoc","02-N","W","06-LDS","07-75to100k","3","03-Cell only","ID","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.220121393251465,0.485065140632601,0.854901832980051,0,1,0,0,0.903469787169598,NA,0.637794494950697,NA,0.763220852566923,NA,0.574468085106383,0.238860686060531,0.123344818988772,0.521739130434783,0.434782608695652,0.0434782608695652,0.646412093613939,0.353531176749425,5.67296366352538e-05,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"55","cell",5,55,"04-50to59","01-female","02-bach","02-N","W","01-protestant","09-over150k","1","01-Both","CA","West","04","01-Yes","01-Dem","01-Very liberal",1,0,0,0.165425592072027,0.790981395769493,0.987014497490167,0,1,0,0,0.283296592847648,NA,0.503564193228294,NA,0.423399643610206,NA,0.222222222222222,0.479979894734086,0.0164559120376205,0.521739130434783,0.434782608695652,0.0434782608695652,0.556427097815835,0.401330078723438,0.042242823460727,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"56","landline",6,56,"04-50to59","01-female","02-bach","02-N","W","07-other","09-over150k","2","01-Both","CA","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,0.220121393251465,0.485065140632601,0.808492245503641,0,1,0,0,0.296851183722765,NA,0.591186115206409,NA,0.5638153458178,NA,0.222222222222222,0.383390528465909,0.0254233563276824,0.521739130434783,0.434782608695652,0.0434782608695652,0.510619031055763,0.424269656780306,0.0651113121639307,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"56","landline",6,56,"04-50to59","01-female","03-assoc","02-N","W","01-protestant","04-30to40k","1","01-Both","WY","West","01-Lowest","03-No","02-Rep","04-Conservative",0,1,0,0.220121393251465,0.173681488061823,0.226807943164774,0,0,0,1,0.846944946578049,"9",0.5303082851647,"5",0.295132729256187,NA,0.574468085106383,0.373514358597192,0.0961773562381083,0.521739130434783,0.434782608695652,0.0434782608695652,0.420331693594397,0.52538343129551,0.0542848751100934,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"57","landline",6,57,"04-50to59","01-female","04-HS","02-N","B","01-protestant","01-under10k","2","01-Both","WA","West","03","01-Yes","02-Rep","03-Moderate",0,1,0,0.274817194430904,0.189945304483409,0.0160315957474746,0,1,0,0,0.993750613020012,NA,0.863523922691391,NA,0.3635850605734,NA,0.574468085106383,0.0313194915266303,0.105156585781978,0.521739130434783,0.434782608695652,0.0434782608695652,0.441609502920795,0.501454185876779,0.0569363112024256,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"58","landline",6,58,"04-50to59","01-female","01-postgrad","02-N","W","07-other","08-100to150k","2","01-Both","CA","West","05-Highest","01-Yes","03-Lean Dem","04-Conservative",0,1,0,0.329512995610343,0.539672924761935,0.790127257316488,0,0,0,1,0.155621674163172,"1",0.550374735089137,"5",0.595866818048114,NA,0.789473684210526,0.440631023520688,0.00899424139017519,0.521739130434783,0.434782608695652,0.0434782608695652,0.436059389952767,0.532345589395144,0.0315950206520894,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"59","landline",6,59,"04-50to59","01-female","03-assoc","02-N","W","07-other","01-under10k","2","02-LL only","CA","West","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.384208796789781,0.225904587606625,0.289410446251466,0,0,0,1,0.285893724147201,"3",0.559496336807589,"4",0.480585918962287,NA,0.222222222222222,0.415427721894002,0.0250759412984095,0.521739130434783,0.434782608695652,0.0434782608695652,0.522592764779562,0.443170687561935,0.034236547658503,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"50","landline",6,50,"04-50to59","01-female","02-bach","02-N","W","07-other","06-50to75k","3","01-Both","WA","West","01-Lowest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.108053413825167,0.328250861427198,0.228622302172444,0,0,0,1,0.477071453241024,"6",0.562537456956244,"6",0.489423020047409,NA,0.574468085106383,0.376640386280466,0.0608221567632901,0.521739130434783,0.434782608695652,0.0434782608695652,0.420331693594397,0.52538343129551,0.0542848751100934,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"55","cell",6,55,"04-50to59","01-female","04-HS","02-N","W","07-other","02-10to20k","1","03-Cell only","WA","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.165425592072027,0.457813332797268,0.880536221808935,0,1,1,0,0.512693486238845,NA,0.546694818004802,NA,0.249125286925463,NA,0.574468085106383,0.413794943408596,0.0395102385866022,0.521739130434783,0.434782608695652,0.0434782608695652,0.413839902580309,0.556124162616157,0.0300359348035336,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"54","cell",6,54,"04-50to59","01-female","02-bach","02-N","W","07-other","03-20to30k","2","03-Cell only","NV","West","02","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.110729790892588,0.772320306705709,0.772320306705709,0,1,1,0,0.456597766462721,NA,0.521473019020668,NA,0.486665263662495,NA,0.636363636363636,0.427728587581035,0.0507983933982968,0.521739130434783,0.434782608695652,0.0434782608695652,0.441609502920795,0.501454185876779,0.0569363112024256,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"57","cell",6,57,"04-50to59","01-female","01-postgrad","02-N","W","02-catholic","06-50to75k","2","01-Both","CA","West","05-Highest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.274817194430904,0.824860919956169,0.927548948716969,0,1,0,0,0.0567293049532509,NA,0.62344279890794,NA,0.727877686397483,NA,0.574468085106383,0.368218311628751,0.00833888946330904,0.521739130434783,0.434782608695652,0.0434782608695652,0.510619031055763,0.424269656780306,0.0651113121639307,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"56","cell",6,56,"04-50to59","01-female","03-assoc","02-N","W","07-other","07-75to100k","1","03-Cell only","CA","West","03","03-No","04-Lean Rep","04-Conservative",0,1,0,0.220121393251465,0.485065140632601,0.854901832980051,0,0,0,1,0.599363551309864,"7",0.656797069917133,"6",0.312195232016413,NA,0.222222222222222,0.311769478904461,0.0314334511784058,0.521739130434783,0.434782608695652,0.0434782608695652,0.436059389952767,0.532345589395144,0.0315950206520894,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"57","cell",6,57,"04-50to59","01-female","04-HS","02-N","W","05-muslim","03-20to30k","3","03-Cell only","CA","West","02","01-Yes","01-Dem","02-Liberal",0,1,0,0.274817194430904,0.512406050386248,0.634050762273111,1,0,0,0,0.732361619436688,"8",0.712578446781248,"10",0.250528302620753,"1",0.636363636363636,0.259172191122273,0.0282493620964784,0.521739130434783,0.434782608695652,0.0434782608695652,0.436059389952767,0.532345589395144,0.0315950206520894,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"54","cell",6,54,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","2","01-Both","CA","West","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.110729790892588,0.772320306705709,0.961633900814147,0,1,0,0,0.216635623802745,NA,0.601548289036358,NA,0.414587490023751,NA,0.222222222222222,0.388094201609505,0.010357509354137,0.521739130434783,0.434782608695652,0.0434782608695652,0.522592764779562,0.443170687561935,0.034236547658503,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"59","cell",6,59,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","06-50to75k","3","03-Cell only","CA","West","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.384208796789781,0.854260772982999,0.854260772982999,0,1,1,0,0.346416521489232,NA,0.659643406124556,NA,0.204471179150253,NA,0.574468085106383,0.31424075811085,0.026115835764594,0.521739130434783,0.434782608695652,0.0434782608695652,0.556427097815835,0.401330078723438,0.042242823460727,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"52","cell",6,52,"04-50to59","01-female","01-postgrad","02-N","W","02-catholic","09-over150k","4","01-Both","CA","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.00133818853371045,0.731584460779947,0.982061001166837,0,1,1,0,0.352908526977927,NA,0.595593811096867,NA,0.322720336880159,NA,0.222222222222222,0.389035351387633,0.0153708375154995,0.521739130434783,0.434782608695652,0.0434782608695652,0.442761624357771,0.484743834697059,0.0724945409451698,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"58","cell",6,58,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","99-DK/refused","2","03-Cell only","CA","West","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0.329512995610343,0.840107210633581,0.498089840431409,0,1,0,0,0.113150021605122,NA,0.502789424248058,NA,0.253841690340948,NA,0.222222222222222,0.484496510838748,0.0127140649131939,0.521739130434783,0.434782608695652,0.0434782608695652,0.544721077333245,0.419653094964737,0.035625827702018,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"50","cell",6,50,"04-50to59","01-female","01-postgrad","02-N","W","07-other","08-100to150k","5","03-Cell only","WA","West","03","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.108053413825167,0.686518574545545,0.969247831853385,1,0,0,0,0.630266968837077,"8",0.56189379325914,"8",0.345799565608944,"3",0.789473684210526,0.354568874092195,0.0835373326486652,0.521739130434783,0.434782608695652,0.0434782608695652,0.441609502920795,0.501454185876779,0.0569363112024256,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"59","cell",6,59,"04-50to59","01-female","02-bach","02-N","W","02-catholic","08-100to150k","2","01-Both","ID","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.384208796789781,0.854260772982999,0.968783194575547,1,0,0,0,0.413816750207161,"5",0.47765027237642,"7",0.59899635883406,"8",0.789473684210526,0.464813468259968,0.0575362593636117,0.521739130434783,0.434782608695652,0.0434782608695652,0.441609502920795,0.501454185876779,0.0569363112024256,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"58","cell",6,58,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","07-75to100k","2","03-Cell only","WY","West","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.329512995610343,0.840107210633581,0.952227750553366,1,0,0,0,0.460476544236116,"6",0.481946514571998,"6",0.389930333149008,"4",0.574468085106383,0.440929291120639,0.077124194307363,0.521739130434783,0.434782608695652,0.0434782608695652,0.422094134482408,0.508678080185874,0.0692277853317174,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"55","cell",6,55,"04-50to59","01-female","04-HS","02-N","W","01-protestant","99-DK/refused","2","03-Cell only","CA","West","03","01-Yes","02-Rep","05-Very conservative",0,1,0,0.165425592072027,0.457813332797268,0.416826303130052,0,0,0,1,0.226330350072317,"2",0.484151395762102,"3",0.279185314791276,NA,0.222222222222222,0.480971930668515,0.0348766735693831,0.521739130434783,0.434782608695652,0.0434782608695652,0.422094134482408,0.508678080185874,0.0692277853317174,0.521739130434783,0.434782608695652,0.0434782608695652,"2-R"
22,"50","cell",6,50,"04-50to59","01-female","02-bach","02-N","W","02-catholic","06-50to75k","2","03-Cell only","CA","West","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.108053413825167,0.686518574545545,0.856176928425627,1,0,0,0,0.0492556864855374,"1",0.492427641304143,"8",0.479175129062542,"6",0.574468085106383,0.493491912904977,0.01408044579088,0.521739130434783,0.434782608695652,0.0434782608695652,0.556427097815835,0.401330078723438,0.042242823460727,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
22,"52","cell",6,52,"04-50to59","01-female","03-assoc","02-N","W","07-other","03-20to30k","5","03-Cell only","CA","West","05-Highest","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,0.00133818853371045,0.378169833175637,0.881077794140798,0,0,0,1,0.307820212360753,"3",0.680488226243653,"6",0.459712680783647,NA,0.636363636363636,0.307418018602827,0.0120937551535202,0.521739130434783,0.434782608695652,0.0434782608695652,0.489634065607203,0.447824640037105,0.0625412943556928,0.521739130434783,0.434782608695652,0.0434782608695652,"1-D"
23,"40","cell",9,40,"03-40to49","02-male","01-postgrad","02-N","B","01-protestant","08-100to150k","2","03-Cell only","AR","South","02","01-Yes","01-Dem","02-Liberal",1,0,0,-0.655011425619554,0.423109161149498,0.162008903167769,0,0,0,1,0.744612860537416,"8",0.774978807115423,"10",0.685108544050388,NA,0.341176470588235,0.140591293814261,0.0844298990703161,0.888888888888889,0,0.111111111111111,0.522592764779562,0.443170687561935,0.034236547658503,0.888888888888889,0,0.111111111111111,"1-D"
23,"45","cell",9,45,"03-40to49","02-male","02-bach","02-N","B","05-muslim","06-50to75k","4","01-Both","MD","South","04","01-Yes","01-Dem","03-Moderate",1,0,0,-0.38153241972236,0.558958230105021,0.317981226558994,0,1,0,0,1.00354810790245,NA,0.820671485774236,NA,0.655871084632196,NA,NA,0.0619212320813609,0.117407282144403,0.888888888888889,0,0.111111111111111,0.53476465281581,0.424568252322177,0.0406670948620135,0.888888888888889,0,0.111111111111111,"1-D"
23,"43","cell",9,43,"03-40to49","02-male","03-assoc","02-N","B","01-protestant","01-under10k","1","01-Both","MD","South","05-Highest","01-Yes","01-Dem","04-Conservative",0,1,0,-0.490924022081238,0.185148445400672,0.0660806135214157,0,0,0,1,0.740807343369283,"8",0.905894470183789,"10",0.531640159488695,NA,0.341176470588235,0.0515227566091524,0.0425827732070582,0.888888888888889,0,0.111111111111111,0.544721077333245,0.419653094964737,0.035625827702018,0.888888888888889,0,0.111111111111111,"2-R"
23,"38","cell",9,38,"02-30to39","02-male","01-postgrad","02-N","B","01-protestant","06-50to75k","4","01-Both","AR","South","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.764403027978431,0.370795399548839,0.178168441213094,0,1,0,0,0.678033362617157,NA,0.820950173463373,NA,0.547491261752671,NA,NA,0.125975810651154,0.0530740158854729,0.888888888888889,0,0.111111111111111,0.441609502920795,0.501454185876779,0.0569363112024256,0.888888888888889,0,0.111111111111111,"1-D"
23,"38","cell",4,38,"02-30to39","02-male","05-less than HS","02-N","B","03-athiest","06-50to75k","3","01-Both","FL","South","03","01-Yes","03-Lean Dem","01-Very liberal",0,1,0,-0.764403027978431,0.116211491561933,0.0285036307969159,0,0,0,1,0.900109018927481,"9",0.898115089558934,"10",0.458865425053385,NA,NA,0.0559882339423976,0.045896676498668,0.888888888888889,0,0.111111111111111,0.53476465281581,0.424568252322177,0.0406670948620135,0.888888888888889,0,0.111111111111111,"2-R"
23,"40","cell",4,40,"03-40to49","02-male","02-bach","02-N","B","01-protestant","08-100to150k","4","03-Cell only","MD","South","05-Highest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.655011425619554,0.423109161149498,0.344488263830908,0,0,0,1,0.722289905621409,"8",0.877366548968605,"10",0.7704229105998,NA,0.341176470588235,0.073294404359663,0.0493390466717315,0.888888888888889,0,0.111111111111111,0.522592764779562,0.443170687561935,0.034236547658503,0.888888888888889,0,0.111111111111111,"1-D"
