"age","demo_mode","month_called","age_num","demo_age_bucket","demo_sex","demo_education","demo_hispanic","demo_race","demo_relig","demo_income","demo_hhsize","demo_phonetype","demo_state","demo_region","demo_pop_density","demo_reg","demo_party","demo_ideology","y_dem","y_rep","y_oth","age_scaled","p_surveyed","p_matched"
"54","cell",9,54,"04-50to59","02-male","03-assoc","02-N","W","02-catholic","07-75to100k","4","01-Both","LA","South","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.110729790892588,0.430811648244529,0.972207225912444
"77","cell",9,77,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","06-50to75k","2","01-Both","TX","South","02","01-Yes","02-Rep","02-Liberal",0,1,0,1.36873321801968,0.90356391885567,0.9913152711212
"55","cell",9,55,"04-50to59","02-male","01-postgrad","01-Y","W","01-protestant","99-DK/refused","2","03-Cell only","TX","South","02","01-Yes","06-None","04-Conservative",1,0,0,0.165425592072027,0.790981395769493,0.416826303130052
"62","cell",9,62,"05-60to69","01-female","03-assoc","02-N","W","01-protestant","05-40to50k","2","01-Both","TN","South","04","01-Yes","02-Rep","05-Very conservative",0,1,0,0.548296200328097,0.644876314813259,0.94065781887985
"67","cell",9,67,"05-60to69","02-male","03-assoc","02-N","W","07-other","02-10to20k","1","03-Cell only","FL","South","04","02-Probably","01-Dem","02-Liberal",1,0,0,0.821775206225291,0.758330902498158,0.964777658261988
"61","cell",9,61,"05-60to69","02-male","04-HS","02-N","W","01-protestant","06-50to75k","3","01-Both","NE","Midwest","01-Lowest","01-Yes","04-Lean Rep","05-Very conservative",0,1,0,0.493600399148659,0.619446790613556,0.879446680636165
"53","cell",9,53,"04-50to59","02-male","01-postgrad","02-N","W","07-other","09-over150k","4","01-Both","IL","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,0.0560339897131491,0.75251444567853,0.983889906076668
"75","cell",9,75,"06-Over 70","02-male","04-HS","02-N","W","07-other","02-10to20k","1","03-Cell only","KS","Midwest","03","03-No","01-Dem","02-Liberal",1,0,0,1.2593416156608,0.882744783773932,0.898926191021708
"60","cell",9,60,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","99-DK/refused","Don't know/Refused","03-Cell only","LA","South","03","01-Yes","99-DK/refused","99-DK/refused",0,1,0,0.43890459796922,0.0677238410110265,0.770501044003335
"70","cell",9,70,"06-Over 70","02-male","05-less than HS","02-N","W","07-other","03-20to30k","2","03-Cell only","WI","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.985862609763607,0.81331946928576,0.951280296467528
"69","cell",9,69,"05-60to69","01-female","04-HS","02-N","W","01-protestant","05-40to50k","2","03-Cell only","AR","South","03","01-Yes","03-Lean Dem","04-Conservative",1,0,0,0.931166808584168,0.796138709886973,0.971501747108507
"20","cell",9,20,"01-Under 30","01-female","03-assoc","02-N","B","05-muslim","06-50to75k","7","03-Cell only","PA","Northeast","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-1.74892744920833,0.0180241374624547,0.0293733270417837
"24","cell",9,24,"01-Under 30","02-male","02-bach","02-N","W","02-catholic","99-DK/refused","3","01-Both","PA","Northeast","04","01-Yes","03-Lean Dem","01-Very liberal",1,0,0,-1.53014424449057,0.11301690752908,0.00877569262225542
"63","cell",9,63,"05-60to69","01-female","01-postgrad","02-N","W","02-catholic","09-over150k","3","01-Both","NY","Northeast","03","01-Yes","02-Rep","03-Moderate",0,1,0,0.602992001507536,0.900785590758521,0.961058845873869
"35","cell",9,35,"02-30to39","02-male","02-bach","02-N","W","02-catholic","06-50to75k","1","03-Cell only","MD","South","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.928490431516747,0.297970515601943,0.758233524857341
"49","cell",9,49,"03-40to49","01-female","03-assoc","02-N","W","01-protestant","08-100to150k","4","03-Cell only","FL","South","01-Lowest","03-No","02-Rep","04-Conservative",0,1,0,-0.162749215004606,0.304597743944151,0.792681991886297
"58","cell",9,58,"04-50to59","02-male","01-postgrad","02-N","O","01-protestant","09-over150k","7","03-Cell only","SC","South","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.329512995610343,0.840107210633581,0.840107210633581
"34","cell",9,34,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","08-100to150k","3","03-Cell only","NJ","Northeast","04","01-Yes","01-Dem","03-Moderate",1,0,0,-0.983186232696186,0.0782494765260448,0.425629404709793
"23","cell",9,23,"01-Under 30","01-female","03-assoc","02-N","W","07-other","01-under10k","3","01-Both","MA","Northeast","04","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.58484004567001,0.0248512955359524,0.0211167305415229
"40","cell",9,40,"03-40to49","02-male","03-assoc","02-N","O","07-other","03-20to30k","2","01-Both","PA","Northeast","04","03-No","05-Ind","04-Conservative",0,0,1,-0.655011425619554,0.0352289425328626,0.00491751235943156
"21","cell",9,21,"01-Under 30","02-male","02-bach","02-N","A","07-other","03-20to30k","5","03-Cell only","NJ","Northeast","02","03-No","01-Dem","04-Conservative",1,0,0,-1.69423164802889,0.0840566688958723,0.00167801669406596
"66","cell",9,66,"05-60to69","01-female","02-bach","02-N","W","01-protestant","08-100to150k","3","01-Both","NJ","Northeast","02","01-Yes","01-Dem","02-Liberal",1,0,0,0.767079405045852,0.926502054522523,0.960865329539564
"36","cell",9,36,"02-30to39","01-female","03-assoc","02-N","O","02-catholic","09-over150k","3","01-Both","PA","Northeast","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.873794630337309,0.0955576132672779,0.0602229441539176
"59","cell",9,59,"04-50to59","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","03-Cell only","PA","Northeast","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.384208796789781,0.854260772982999,0.968783194575547
"55","cell",9,55,"04-50to59","02-male","03-assoc","01-Y","O","07-other","03-20to30k","2","03-Cell only","CO","West","01-Lowest","01-Yes","03-Lean Dem","01-Very liberal",0,0,1,0.165425592072027,0.457813332797268,0.158537696784536
"68","cell",9,68,"05-60to69","01-female","02-bach","02-N","W","06-LDS","09-over150k","2","01-Both","NM","West","03","01-Yes","02-Rep","03-Moderate",0,1,0,0.876471007404729,0.940079288890851,0.99144749708477
"32","cell",9,32,"02-30to39","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","4","03-Cell only","WY","West","01-Lowest","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-1.09257783505506,0.234126459621243,0.859946336727226
"38","cell",9,38,"02-30to39","02-male","01-postgrad","02-N","W","02-catholic","08-100to150k","3","03-Cell only","CO","West","03","01-Yes","01-Dem","02-Liberal",1,0,0,-0.764403027978431,0.370795399548839,0.534410670462125
"26","cell",9,26,"01-Under 30","02-male","04-HS","02-N","W","07-other","09-over150k","2","01-Both","CO","West","03","03-No","05-Ind","99-DK/refused",0,0,1,-1.4207526421317,0.00783331535818054,0.136873362505369
"68","cell",9,68,"05-60to69","02-male","04-HS","02-N","W","01-protestant","09-over150k","2","01-Both","NM","West","01-Lowest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.876471007404729,0.777808722515165,0.99144749708477
"30","cell",9,30,"02-30to39","01-female","03-assoc","01-Y","O","01-protestant","06-50to75k","4","03-Cell only","TX","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.20196943741394,0.0519591935593609,0.0828728303148129
"26","cell",9,26,"01-Under 30","01-female","04-HS","01-Y","O","01-protestant","02-10to20k","2","03-Cell only","TX","South","05-Highest","03-No","03-Lean Dem","04-Conservative",1,0,0,-1.4207526421317,0.0341744386039552,0.000765023554870441
"56","cell",9,56,"04-50to59","01-female","02-bach","02-N","W","01-protestant","07-75to100k","1","03-Cell only","MN","Midwest","01-Lowest","03-No","01-Dem","04-Conservative",1,0,0,0.220121393251465,0.808492245503641,0.854901832980051
"47","cell",9,47,"03-40to49","01-female","02-bach","02-N","W","02-catholic","07-75to100k","1","03-Cell only","TX","South","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.272140817363483,0.611997963191654,0.942081323194978
"33","cell",9,33,"02-30to39","02-male","02-bach","02-N","W","03-athiest","06-50to75k","1","03-Cell only","IL","Midwest","03","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-1.03788203387562,0.254308464175884,0.715904419319877
"33","cell",9,33,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","99-DK/refused","3","03-Cell only","AR","South","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,-1.03788203387562,0.0707145854108694,0.0231479104176093
"36","cell",9,36,"02-30to39","02-male","04-HS","02-N","O","02-catholic","08-100to150k","3","03-Cell only","TN","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.873794630337309,0.0955576132672779,0.0439010743481726
"52","cell",9,52,"04-50to59","01-female","99-DK/refused","02-N","W","02-catholic","08-100to150k","2","03-Cell only","TX","South","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,0.00133818853371045,0.378169833175637,0.935193226721495
"60","cell",9,60,"05-60to69","01-female","02-bach","02-N","O","01-protestant","99-DK/refused","1","03-Cell only","TX","South","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.43890459796922,0.867359283466478,0.143212858035767
"37","cell",9,37,"02-30to39","01-female","02-bach","02-N","W","01-protestant","08-100to150k","4","03-Cell only","TX","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.81909882915787,0.345654074753058,0.883753887020181
"22","cell",9,22,"01-Under 30","02-male","03-assoc","02-N","W","02-catholic","99-DK/refused","4","03-Cell only","OK","South","04","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-1.63953584684945,0.0223336991936199,0.0499383154699938
"50","cell",9,50,"04-50to59","02-male","01-postgrad","02-N","W","01-protestant","09-over150k","4","03-Cell only","TX","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-0.108053413825167,0.686518574545545,0.977771335231202
"62","cell",9,62,"05-60to69","01-female","03-assoc","02-N","W","03-athiest","08-100to150k","3","01-Both","CA","West","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.548296200328097,0.644876314813259,0.94065781887985
"40","cell",9,40,"03-40to49","02-male","03-assoc","02-N","O","01-protestant","05-40to50k","4","01-Both","NV","West","02","03-No","03-Lean Dem","99-DK/refused",0,0,1,-0.655011425619554,0.140635363977916,0.0254972637434423
"68","cell",9,68,"05-60to69","02-male","02-bach","02-N","W","07-other","06-50to75k","1","01-Both","WA","West","04","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.876471007404729,0.940079288890851,0.99144749708477
"63","cell",9,63,"05-60to69","02-male","03-assoc","02-N","W","07-other","05-40to50k","1","01-Both","CA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,0.602992001507536,0.6695131647924,0.979620797694692
"68","cell",9,68,"05-60to69","01-female","02-bach","02-N","W","02-catholic","02-10to20k","3","03-Cell only","NV","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,0.876471007404729,0.940079288890851,0.805277062679363
"25","cell",9,25,"01-Under 30","01-female","02-bach","02-N","A","03-athiest","06-50to75k","3","01-Both","CA","West","05-Highest","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-1.47544844331113,0.124455594759058,0.00702732596367115
"42","cell",9,42,"03-40to49","01-female","01-postgrad","02-N","A","07-other","08-100to150k","4","01-Both","AZ","West","03","01-Yes","03-Lean Dem","02-Liberal",1,0,0,-0.545619823260676,0.477205898962799,0.395422995720523
"72","cell",9,72,"06-Over 70","02-male","05-less than HS","01-Y","W","02-catholic","09-over150k","1","03-Cell only","CA","West","04","03-No","06-None","01-Very liberal",1,0,0,1.09525421212248,0.844291010909127,0.985087173023176
"30","cell",9,30,"02-30to39","01-female","01-postgrad","01-Y","O","01-protestant","04-30to40k","1","03-Cell only","CA","West","03","01-Yes","01-Dem","04-Conservative",1,0,0,-1.20196943741394,0.197191815377706,0.0443361634320559
"72","cell",9,72,"06-Over 70","02-male","03-assoc","02-N","W","02-catholic","05-40to50k","2","03-Cell only","OR","West","01-Lowest","01-Yes","02-Rep","05-Very conservative",0,1,0,1.09525421212248,0.844291010909127,0.97930954087236
"37","cell",9,37,"02-30to39","02-male","03-assoc","02-N","W","02-catholic","08-100to150k","4","03-Cell only","OR","West","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.81909882915787,0.105439268834599,0.883753887020181
"26","cell",9,26,"01-Under 30","01-female","02-bach","01-Y","O","02-catholic","04-30to40k","2","01-Both","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-1.4207526421317,0.136873362505369,0.0108984982672496
"47","cell",9,47,"03-40to49","02-male","02-bach","02-N","W","07-other","09-over150k","4","01-Both","OR","West","01-Lowest","01-Yes","02-Rep","03-Moderate",0,1,0,-0.272140817363483,0.611997963191654,0.969401217693285
"26","cell",9,26,"01-Under 30","02-male","01-postgrad","02-N","W","02-catholic","09-over150k","2","03-Cell only","CA","West","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,-1.4207526421317,0.136873362505369,0.539540939308374
"56","cell",9,56,"04-50to59","02-male","01-postgrad","02-N","O","01-protestant","09-over150k","2","03-Cell only","HI","West","04","01-Yes","05-Ind","03-Moderate",0,0,1,0.220121393251465,0.485065140632601,0.608316880389332
"55","cell",9,55,"04-50to59","01-female","01-postgrad","02-N","W","01-protestant","09-over150k","2","01-Both","CA","West","05-Highest","01-Yes","02-Rep","03-Moderate",0,1,0,0.165425592072027,0.790981395769493,0.965472155754253
"39","cell",9,39,"02-30to39","01-female","01-postgrad","02-N","W","06-LDS","06-50to75k","5","03-Cell only","OR","West","01-Lowest","01-Yes","03-Lean Dem","03-Moderate",1,0,0,-0.709707226798993,0.396656874733161,0.829287429642105
"20","cell",9,20,"01-Under 30","01-female","03-assoc","01-Y","W","07-other","03-20to30k","3","01-Both","CA","West","03","01-Yes","01-Dem","02-Liberal",1,0,0,-1.74892744920833,0.0180241374624547,0.0293733270417837
"70","cell",9,70,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","2","03-Cell only","CA","West","01-Lowest","01-Yes","01-Dem","03-Moderate",1,0,0,0.985862609763607,0.81331946928576,0.933291916023374
"18","cell",9,18,"01-Under 30","02-male","04-HS","02-N","W","07-other","08-100to150k","4","03-Cell only","WA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,-1.85831905156721,0.0145337964808892,0.487509739940208
"38","cell",9,38,"02-30to39","01-female","04-HS","02-N","B","01-protestant","01-under10k","3","01-Both","CA","West","05-Highest","01-Yes","01-Dem","05-Very conservative",1,0,0,-0.764403027978431,0.116211491561933,0.00551105601161766
"20","cell",9,20,"01-Under 30","02-male","04-HS","02-N","W","07-other","04-30to40k","1","03-Cell only","OR","West","02","01-Yes","04-Lean Rep","04-Conservative",0,1,0,-1.74892744920833,0.0180241374624547,0.237846664285066
"37","cell",9,37,"02-30to39","02-male","03-assoc","02-N","O","01-protestant","04-30to40k","4","01-Both","CA","West","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.81909882915787,0.105439268834599,0.090720900182027
"19","cell",9,19,"01-Under 30","02-male","04-HS","01-Y","O","02-catholic","08-100to150k","4","03-Cell only","CA","West","05-Highest","01-Yes","04-Lean Rep","03-Moderate",1,0,0,-1.80362325038777,0.0161866956225128,0.0501836280536201
"72","cell",9,72,"06-Over 70","01-female","01-postgrad","02-N","O","07-other","99-DK/refused","Don't know/Refused","03-Cell only","WA","West","03","01-Yes","02-Rep","04-Conservative",0,1,0,1.09525421212248,0.960475525917014,0.383159709776731
"47","cell",9,47,"03-40to49","02-male","02-bach","02-N","W","07-other","07-75to100k","1","03-Cell only","WA","West","03","01-Yes","04-Lean Rep","03-Moderate",0,1,0,-0.272140817363483,0.611997963191654,0.942081323194978
"31","cell",9,31,"02-30to39","01-female","02-bach","02-N","W","04-jewish","06-50to75k","3","01-Both","AZ","West","02","01-Yes","01-Dem","03-Moderate",1,0,0,-1.1472736362345,0.215084132309684,0.215084132309684
"28","cell",9,28,"01-Under 30","01-female","01-postgrad","02-N","W","02-catholic","05-40to50k","3","03-Cell only","CA","West","03","01-Yes","01-Dem","02-Liberal",1,0,0,-1.31136103977282,0.164829804198436,0.123894576804439
"35","cell",9,35,"02-30to39","01-female","01-postgrad","02-N","W","07-other","08-100to150k","4","03-Cell only","OR","West","01-Lowest","01-Yes","01-Dem","02-Liberal",1,0,0,-0.928490431516747,0.297970515601943,0.859323896505791
"58","cell",9,58,"04-50to59","01-female","03-assoc","02-N","A","07-other","99-DK/refused","2","03-Cell only","CA","West","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.329512995610343,0.539672924761935,0.0470818841607269
"26","cell",9,26,"01-Under 30","01-female","03-assoc","02-N","O","01-protestant","02-10to20k","4","03-Cell only","AZ","West","03","02-Probably","03-Lean Dem","03-Moderate",0,0,1,-1.4207526421317,0.0341744386039552,0.0151447816388025
"26","cell",9,26,"01-Under 30","01-female","04-HS","02-N","W","07-other","09-over150k","4","03-Cell only","CA","West","04","01-Yes","01-Dem","02-Liberal",1,0,0,-1.4207526421317,0.0341744386039552,0.761059089259309
"30","cell",9,30,"02-30to39","02-male","01-postgrad","02-N","W","04-jewish","07-75to100k","1","03-Cell only","CA","West","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,-1.20196943741394,0.197191815377706,0.71695241810468
"67","cell",9,67,"05-60to69","01-female","03-assoc","02-N","O","02-catholic","07-75to100k","6","01-Both","CA","West","02","01-Yes","01-Dem","99-DK/refused",1,0,0,0.821775206225291,0.758330902498158,0.878348575403932
"74","cell",9,74,"06-Over 70","01-female","01-postgrad","01-Y","W","02-catholic","08-100to150k","2","03-Cell only","NJ","Northeast","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,1.20464581448136,0.967993663081771,0.993793660285271
"69","cell",9,69,"05-60to69","01-female","01-postgrad","02-N","W","01-protestant","07-75to100k","2","03-Cell only","NC","South","03","01-Yes","01-Dem","02-Liberal",1,0,0,0.931166808584168,0.945952732641888,0.98516276469232
"53","cell",9,53,"04-50to59","02-male","02-bach","02-N","W","01-protestant","09-over150k","2","03-Cell only","MN","Midwest","05-Highest","01-Yes","04-Lean Rep","04-Conservative",0,1,0,0.0560339897131491,0.75251444567853,0.957387801739795
"40","cell",9,40,"03-40to49","02-male","05-less than HS","01-Y","O","02-catholic","04-30to40k","3","03-Cell only","MA","Northeast","04","01-Yes","02-Rep","02-Liberal",1,0,0,-0.655011425619554,0.140635363977916,0.0184025958050182
"61","cell",9,61,"05-60to69","01-female","03-assoc","02-N","W","03-athiest","06-50to75k","3","01-Both","NY","Northeast","03","01-Yes","01-Dem","03-Moderate",1,0,0,0.493600399148659,0.619446790613556,0.879446680636165
"80","cell",9,80,"06-Over 70","01-female","02-bach","02-N","W","01-protestant","09-over150k","2","01-Both","IN","Midwest","05-Highest","01-Yes","05-Ind","03-Moderate",0,1,0,1.53282062155799,0.928617305341148,0.997684106771857
"32","cell",9,32,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","08-100to150k","5","03-Cell only","NY","Northeast","02","01-Yes","02-Rep","04-Conservative",0,1,0,-1.09257783505506,0.0638549892969005,0.814800699336798
"55","cell",9,55,"04-50to59","02-male","02-bach","02-N","W","02-catholic","08-100to150k","2","03-Cell only","KS","Midwest","02","01-Yes","02-Rep","04-Conservative",0,1,0,0.165425592072027,0.790981395769493,0.952461865561328
"71","cell",9,71,"06-Over 70","01-female","04-HS","02-N","W","07-other","99-DK/refused","2","01-Both","PA","Northeast","03","01-Yes","01-Dem","02-Liberal",1,0,0,1.04055841094305,0.829362629042788,0.804466901220324
"32","cell",9,32,"02-30to39","01-female","05-less than HS","01-Y","O","02-catholic","02-10to20k","6","03-Cell only","NC","South","03","03-No","04-Lean Rep","01-Very liberal",0,1,0,-1.09257783505506,0.0638549892969005,0.00399587427041555
"42","cell",9,42,"03-40to49","02-male","02-bach","02-N","W","02-catholic","09-over150k","4","03-Cell only","MD","South","04","03-No","02-Rep","03-Moderate",0,1,0,-0.545619823260676,0.477205898962799,0.712746425765452
"29","cell",9,29,"01-Under 30","01-female","01-postgrad","02-N","W","03-athiest","06-50to75k","3","01-Both","MN","Midwest","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,-1.25666523859338,0.180445740997783,0.180445740997783
"29","cell",9,29,"01-Under 30","02-male","01-postgrad","02-N","W","01-protestant","99-DK/refused","Don't know/Refused","03-Cell only","MO","Midwest","04","99-DNK/refused","99-DK/refused","99-DK/refused",0,0,1,-1.25666523859338,0.0108430308630601,0.101561188510757
"68","cell",9,68,"05-60to69","01-female","02-bach","02-N","W","04-jewish","07-75to100k","2","01-Both","CT","Northeast","04","01-Yes","01-Dem","02-Liberal",0,1,0,0.876471007404729,0.940079288890851,0.983475934716358
"42","cell",9,42,"03-40to49","01-female","02-bach","02-N","O","01-protestant","06-50to75k","1","03-Cell only","NY","Northeast","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,-0.545619823260676,0.477205898962799,0.251384916753235
"54","cell",9,54,"04-50to59","01-female","02-bach","02-N","W","03-athiest","07-75to100k","4","01-Both","MO","Midwest","02","01-Yes","03-Lean Dem","03-Moderate",1,0,0,0.110729790892588,0.772320306705709,0.972207225912444
"66","cell",9,66,"05-60to69","01-female","03-assoc","02-N","W","04-jewish","02-10to20k","1","03-Cell only","OH","Midwest","02","01-Yes","04-Lean Rep","03-Moderate",0,1,0,0.767079405045852,0.737721373127183,0.960865329539564
"26","cell",9,26,"01-Under 30","01-female","02-bach","01-Y","W","02-catholic","99-DK/refused","1","03-Cell only","DC","South","05-Highest","03-No","01-Dem","01-Very liberal",1,0,0,-1.4207526421317,0.136873362505369,0.0108984982672496
"24","cell",9,24,"01-Under 30","02-male","01-postgrad","01-Y","W","03-athiest","05-40to50k","3","03-Cell only","PA","Northeast","02","03-No","04-Lean Rep","03-Moderate",0,1,0,-1.53014424449057,0.11301690752908,0.0122050923517772
"81","cell",9,81,"06-Over 70","02-male","02-bach","02-N","W","01-protestant","04-30to40k","4","01-Both","MI","Midwest","02","01-Yes","02-Rep","04-Conservative",0,1,0,1.58751642273743,0.984858115078237,0.995963634868994
"72","cell",9,72,"06-Over 70","02-male","01-postgrad","02-N","W","07-other","01-under10k","3","01-Both","OH","Midwest","02","01-Yes","01-Dem","01-Very liberal",1,0,0,1.09525421212248,0.960475525917014,0.821103502441223
"(VOL) Don't know/Refused","cell",9,NA,"99-DNK/refused","02-male","05-less than HS","01-Y","O","02-catholic","99-DK/refused","Don't know/Refused","03-Cell only","NJ","Northeast","05-Highest","02-Probably","01-Dem","03-Moderate",1,0,0,0,0.268941421369995,0.0649691691286641
"80","cell",9,80,"06-Over 70","01-female","01-postgrad","02-N","W","01-protestant","08-100to150k","1","01-Both","RI","Northeast","04","01-Yes","01-Dem","02-Liberal",1,0,0,1.53282062155799,0.983137242644742,0.998809639384393
"53","cell",9,53,"04-50to59","02-male","04-HS","02-N","W","07-other","07-75to100k","2","01-Both","MA","Northeast","04","01-Yes","04-Lean Rep","01-Very liberal",1,0,0,0.0560339897131491,0.404215223614089,0.920224506645068
"67","cell",9,67,"05-60to69","02-male","01-postgrad","02-N","W","07-other","99-DK/refused","2","01-Both","NY","Northeast","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.821775206225291,0.933612359198492,0.726489445969637
"20","cell",9,20,"01-Under 30","01-female","04-HS","01-Y","W","07-other","99-DK/refused","2","03-Cell only","TX","South","05-Highest","03-No","99-DK/refused","99-DK/refused",0,0,1,-1.74892744920833,0.000913005803143082,0.00209831196938768
"56","cell",9,56,"04-50to59","02-male","04-HS","02-N","W","01-protestant","08-100to150k","3","03-Cell only","VA","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,0.220121393251465,0.485065140632601,0.89157292945327
"36","cell",9,36,"02-30to39","01-female","03-assoc","02-N","W","02-catholic","09-over150k","7","03-Cell only","TX","South","02","01-Yes","02-Rep","04-Conservative",0,1,0,-0.873794630337309,0.0955576132672779,0.90485827776466
"52","cell",9,52,"04-50to59","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","1","01-Both","VA","South","05-Highest","01-Yes","01-Dem","03-Moderate",1,0,0,0.00133818853371045,0.378169833175637,0.841488212174926
"58","cell",9,58,"04-50to59","01-female","05-less than HS","01-Y","O","02-catholic","04-30to40k","4","03-Cell only","NC","South","04","03-No","01-Dem","04-Conservative",1,0,0,0.329512995610343,0.539672924761935,0.118403031323089
"25","cell",9,25,"01-Under 30","01-female","04-HS","02-N","W","01-protestant","09-over150k","4","01-Both","IL","Midwest","02","01-Yes","06-None","99-DK/refused",0,0,1,-1.47544844331113,0.0307421235352244,0.740602635144513
"74","cell",9,74,"06-Over 70","02-male","02-bach","02-N","W","07-other","09-over150k","2","01-Both","TX","South","05-Highest","01-Yes","01-Dem","02-Liberal",1,0,0,1.20464581448136,0.967993663081771,0.995545125796856
"43","cell",9,43,"03-40to49","01-female","01-postgrad","02-N","W","01-protestant","08-100to150k","4","03-Cell only","OK","South","04","01-Yes","02-Rep","04-Conservative",0,1,0,-0.490924022081238,0.504537864360331,0.936124859867831
"(VOL) Don't know/Refused","cell",9,NA,"99-DNK/refused","02-male","03-assoc","02-N","W","07-other","99-DK/refused","2","01-Both","IL","Midwest","05-Highest","01-Yes","02-Rep","04-Conservative",0,1,0,0,0.268941421369995,0.339243631234183
"72","cell",9,72,"06-Over 70","02-male","04-HS","02-N","W","01-protestant","99-DK/refused","2","03-Cell only","TX","South","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,1.09525421212248,0.844291010909127,0.821103502441223
"68","cell",9,68,"05-60to69","02-male","03-assoc","02-N","W","01-protestant","03-20to30k","2","01-Both","WI","Midwest","03","01-Yes","02-Rep","04-Conservative",0,1,0,0.876471007404729,0.777808722515165,0.940079288890851
"36","cell",9,36,"02-30to39","02-male","03-assoc","02-N","W","01-protestant","07-75to100k","4","01-Both","IL","Midwest","01-Lowest","01-Yes","02-Rep","04-Conservative",0,1,0,-0.873794630337309,0.0955576132672779,0.830016481103062
"33","cell",9,33,"02-30to39","02-male","01-postgrad","02-N","W","07-other","06-50to75k","3","03-Cell only","NY","Northeast","05-Highest","99-DNK/refused","03-Lean Dem","01-Very liberal",1,0,0,-1.03788203387562,0.254308464175884,0.254308464175884
"53","cell",9,53,"04-50to59","02-male","05-less than HS","02-N","B","01-protestant","99-DK/refused","3","01-Both","IL","Midwest","05-Highest","01-Yes","01-Dem","01-Very liberal",1,0,0,0.0560339897131491,0.404215223614089,0.0104092289105951
"56","cell",9,56,"04-50to59","01-female","04-HS","02-N","W","01-protestant","03-20to30k","2","01-Both","OH","Midwest","05-Highest","01-Yes","01-Dem","04-Conservative",0,1,0,0.220121393251465,0.485065140632601,0.808492245503641
"82","cell",9,82,"06-Over 70","02-male","03-assoc","02-N","W","01-protestant","02-10to20k","1","01-Both","GA","South","02","01-Yes","02-Rep","02-Liberal",0,1,0,1.64221222391687,0.941828324315622,0.992974029217563
"31","cell",9,31,"02-30to39","01-female","02-bach","02-N","W","01-protestant","02-10to20k","4","03-Cell only","VT","Northeast","02","01-Yes","03-Lean Dem","04-Conservative",1,0,0,-1.1472736362345,0.215084132309684,0.347991259189057
"51","cell",9,51,"04-50to59","01-female","03-assoc","02-N","B","01-protestant","03-20to30k","1","03-Cell only","NC","South","04","01-Yes","01-Dem","05-Very conservative",1,0,0,-0.0533576126457282,0.352808863064872,0.248483779139448
"45","cell",9,45,"03-40to49","01-female","01-postgrad","02-N","W","01-protestant","06-50to75k","1","03-Cell only","VA","South","05-Highest","01-Yes","02-Rep","05-Very conservative",0,1,0,-0.38153241972236,0.558958230105021,0.903517615621788
